CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.xmlgraphics.ps.dsc.ResourceTracker, documentSuppliedResources, java.util.Set, 27, 1, 1, 1
org.apache.fop.fo.properties.CommonAural, elevation, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, playDuring, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, stress, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, richness, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, cueAfter, java.lang.String, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, pauseAfter, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, cueBefore, java.lang.String, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, speechRate, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, azimuth, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, voiceFamily, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, pitchRange, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, volume, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, pauseBefore, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, speakNumeral, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, speak, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, pitch, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, speakHeader, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonAural, speakPunctuation, int, 0, 0, 0, 747
org.apache.fop.fo.properties.CommonRelativePosition, top, org.apache.fop.datatypes.Length, 0, 1907, 1907, 1907
org.apache.fop.fo.properties.CommonRelativePosition, left, org.apache.fop.datatypes.Length, 0, 1907, 1907, 1907
org.apache.fop.fo.properties.CommonRelativePosition, bottom, org.apache.fop.datatypes.Length, 0, 1907, 1907, 1907
org.apache.fop.fo.properties.CommonRelativePosition, relativePosition, int, 0, 1907, 1907, 1907
org.apache.fop.fo.properties.CommonRelativePosition, right, org.apache.fop.datatypes.Length, 0, 1907, 1907, 1907
org.apache.fop.layoutmgr.Page, spm, org.apache.fop.fo.pagination.SimplePageMaster, 1259, 58, 58, 58
org.apache.fop.layoutmgr.Page, pageViewport, org.apache.fop.area.PageViewport, 15296, 58, 58, 58
org.apache.fop.cli.CommandLineOptions, factory, org.apache.fop.apps.FopFactory, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, inputmode, int, 5, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, log, org.apache.commons.logging.Log, 3, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, xsltParams, java.util.Vector, 6, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, showConfiguration, java.lang.Boolean, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, imagefile, java.io.File, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, outfile, java.io.File, 3, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, xsltfile, java.io.File, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, foUserAgent, org.apache.fop.apps.FOUserAgent, 2, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, userConfigFile, java.io.File, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, suppressLowLevelAreas, java.lang.Boolean, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, areatreefile, java.io.File, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, inputHandler, org.apache.fop.cli.InputHandler, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, mimicRenderer, java.lang.String, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, outputmode, java.lang.String, 13, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, renderingOptions, java.util.Map, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, targetResolution, int, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, xmlfile, java.io.File, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, fofile, java.io.File, 2, 2, 1, 1
org.apache.fop.layoutmgr.LayoutManagerMapping$RetrieveMarkerLayoutManagerMaker, this$0, org.apache.fop.layoutmgr.LayoutManagerMapping, 0, 1, 1, 1
org.apache.fop.layoutmgr.FlowLayoutManager, currentSpan, int, 897, 1, 1, 1
org.apache.fop.layoutmgr.FlowLayoutManager, currentAreas, [Lorg.apache.fop.area.BlockParent;, 2721, 1, 1, 1
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeEnabled, boolean, 2, 9, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fNonXIncludeNSContext, com.sun.org.apache.xerces.internal.util.NamespaceSupport, 10, 5, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fCurrentNSContext, com.sun.org.apache.xerces.internal.xni.NamespaceContext, 1, 6, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeHandler, com.sun.org.apache.xerces.internal.xinclude.XIncludeHandler, 13, 1, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeNSContext, com.sun.org.apache.xerces.internal.xinclude.XIncludeNamespaceSupport, 4, 1, 1, 5
org.apache.fop.fo.pagination.PageNumberGenerator, format, java.lang.String, 0, 1, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, groupingSeparator, char, 0, 1, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, letterValue, int, 0, 1, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, formatType, int, 58, 2, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, groupingSize, int, 0, 1, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, zeros, [Ljava.lang.String;, 0, 1, 1, 1
org.apache.fop.fo.pagination.PageNumberGenerator, minPadding, int, 58, 2, 1, 1
org.apache.fop.area.RegionReference, regionViewport, org.apache.fop.area.RegionViewport, 58, 174, 174, 174
org.apache.fop.area.RegionReference, regionClass, int, 348, 174, 174, 174
org.apache.fop.area.RegionReference, blocks, java.util.ArrayList, 174, 174, 174, 174
org.apache.fop.area.RegionReference, regionName, java.lang.String, 174, 174, 174, 174
org.apache.fop.area.RegionReference, ctm, org.apache.fop.area.CTM, 174, 174, 174, 174
org.apache.fop.fo.UnknownXMLObj$Maker, space, java.lang.String, 0, 4, 4, 4
com.sun.org.apache.xerces.internal.impl.validation.ValidationManager, fCachedDTD, boolean, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.validation.ValidationManager, fGrammarFound, boolean, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.validation.ValidationManager, fVSs, java.util.Vector, 2, 5, 5, 5
org.apache.fop.layoutmgr.table.TableHFPenaltyPosition, footerElements, java.util.List, 0, 0, 0, 94
org.apache.fop.layoutmgr.table.TableHFPenaltyPosition, headerElements, java.util.List, 0, 0, 0, 94
org.apache.fop.fo.flow.table.ConditionalBorder, rest, org.apache.fop.fo.flow.table.BorderSpecification, 2510, 2212, 1184, 1184
org.apache.fop.fo.flow.table.ConditionalBorder, nonLeadingTrailing, org.apache.fop.fo.flow.table.BorderSpecification, 2116, 2212, 1184, 1184
org.apache.fop.fo.flow.table.ConditionalBorder, leadingTrailing, org.apache.fop.fo.flow.table.BorderSpecification, 3240, 2212, 1184, 1184
org.apache.fop.fo.flow.table.ConditionalBorder, collapsingBorderModel, org.apache.fop.layoutmgr.table.CollapsingBorderModel, 3341, 1184, 1184, 1184
org.apache.fop.render.ps.PSRenderer$1, this$0, org.apache.fop.render.ps.PSRenderer, 0, 1, 1, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, loaders, java.util.Map, 63, 1, 1, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, lastPreloaderIdentifier, int, 16, 16, 1, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, converterModifications, int, 10, 10, 1, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, lastPreloaderSort, int, 0, 0, 0, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, converters, java.util.List, 10, 1, 1, 1
org.apache.xmlgraphics.image.loader.spi.ImageImplRegistry, preloaders, java.util.List, 16, 1, 1, 1
org.apache.fop.fonts.base14.HelveticaBold, enableKerning, boolean, 5, 2, 1, 1
org.apache.fop.fonts.base14.HelveticaBold, mapping, org.apache.fop.fonts.CodePointMapping, 140, 1, 1, 1
org.apache.fop.fonts.base14.CourierBold, enableKerning, boolean, 0, 2, 1, 1
org.apache.fop.fonts.base14.CourierBold, mapping, org.apache.fop.fonts.CodePointMapping, 0, 1, 1, 1
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fInputStream, java.io.InputStream, 55, 2, 2, 2
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fSurrogate, int, 54, 2, 2, 2
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fLocale, java.util.Locale, 0, 4, 2, 2
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fBuffer, [B, 360739, 5, 2, 2
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fFormatter, com.sun.org.apache.xerces.internal.util.MessageFormatter, 0, 4, 2, 2
com.sun.org.apache.xerces.internal.impl.io.UTF8Reader, fOffset, int, 54, 0, 2, 2
org.apache.fop.layoutmgr.InlineKnuthSequence, isClosed, boolean, 82, 4462, 83, 83
org.apache.fop.layoutmgr.BreakElement, pendingAfterMarks, java.util.List, 1478, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, pendingBeforeMarks, java.util.List, 1478, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, breakClass, int, 1478, 3066, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, penaltyWidth, int, 1556, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, penaltyValue, int, 4601, 1572, 1494, 1494
org.apache.fop.area.MainReference, spanAreas, java.util.List, 16325, 58, 58, 58
org.apache.fop.area.MainReference, parent, org.apache.fop.area.BodyRegion, 290, 58, 58, 58
org.apache.fop.area.MainReference, isEmpty, boolean, 44, 69, 58, 58
org.apache.commons.cli.PosixParser, eatTheRest, boolean, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, org.apache.commons.cli.Option, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, org.apache.commons.cli.Options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, java.util.List, 4, 1, 1, 1
com.sun.org.apache.xml.internal.serializer.OutputPropertiesFactory$1, val$resourceName, java.lang.String, 1, 1, 1, 1
org.apache.fop.fo.properties.EnumLength, enumProperty, org.apache.fop.fo.properties.Property, 4805, 14, 14, 14
org.apache.batik.i18n.LocaleGroup, locale, java.util.Locale, 0, 0, 0, 1
com.sun.org.apache.xerces.internal.util.SymbolTable, fCollisionThreshold, int, 95, 5, 5, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fThreshold, int, 96, 6, 5, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fTableSize, int, 19127, 6, 5, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fHashMultipliers, [I, 19192, 0, 1, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fLoadFactor, float, 1, 5, 5, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fCount, int, 192, 101, 5, 5
com.sun.org.apache.xerces.internal.util.SymbolTable, fBuckets, [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry;, 19312, 11, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fGrammars, java.util.Map, 1, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fIsStandalone, boolean, 0, 2, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fActiveGrammar, com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammar, 0, 1, 1, 5
org.apache.fop.fo.properties.CondLengthProperty, conditionality, org.apache.fop.fo.properties.EnumProperty, 2858, 14384, 14384, 14384
org.apache.fop.fo.properties.CondLengthProperty, length, org.apache.fop.fo.properties.Property, 36171, 14565, 14384, 14384
org.apache.fop.fo.expr.PropertyParser, propInfo, org.apache.fop.fo.expr.PropertyInfo, 2400, 7376, 7376, 7376
org.apache.fop.fo.properties.EnumProperty, text, java.lang.String, 323253, 8995, 185, 185
org.apache.fop.fo.properties.EnumProperty, value, int, 464622, 0, 185, 185
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _nextSibling, org.w3c.dom.Node, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _lexHandler, org.xml.sax.ext.LexicalHandler, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _ostream, java.io.OutputStream, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _writer, java.io.Writer, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _outputType, int, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _xmlStAXEventWriter, javax.xml.stream.XMLEventWriter, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _node, org.w3c.dom.Node, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _handler, org.xml.sax.ContentHandler, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _useServicesMechanism, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _method, java.lang.String, 2, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _encoding, java.lang.String, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _indentNumber, int, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _xmlStAXStreamWriter, javax.xml.stream.XMLStreamWriter, 0, 1, 1, 1
org.apache.fop.area.Footnote, top, int, 58, 0, 58, 58
org.apache.fop.area.Footnote, separator, org.apache.fop.area.Block, 0, 58, 58, 58
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _destinationDirectory, java.lang.String, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _generateTranslet, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _enableInlining, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _packageName, java.lang.String, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _useClasspath, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _errorListener, javax.xml.transform.ErrorListener, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _transletName, java.lang.String, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _jarFileName, java.lang.String, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _uriResolver, javax.xml.transform.URIResolver, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _accessExternalStylesheet, java.lang.String, 0, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xsltcExtensionFunctions, java.util.Map, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _extensionClassLoader, java.lang.ClassLoader, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _useServicesMechanism, boolean, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _isSecureMode, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _indentNumber, int, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xmlSecurityPropertyMgr, com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager, 6, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xmlSecurityManager, com.sun.org.apache.xalan.internal.utils.XMLSecurityManager, 5, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _debug, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _piParams, java.util.Map, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _featureManager, com.sun.org.apache.xalan.internal.utils.FeatureManager, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _autoTranslet, boolean, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _isNotSecureProcessing, boolean, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _accessExternalDTD, java.lang.String, 0, 2, 1, 1
org.apache.fop.datatypes.SimplePercentBaseContext, parentContext, org.apache.fop.datatypes.PercentBaseContext, 0, 464, 464, 464
org.apache.fop.datatypes.SimplePercentBaseContext, lengthBase, int, 0, 464, 464, 464
org.apache.fop.datatypes.SimplePercentBaseContext, lengthBaseValue, int, 0, 464, 464, 464
org.apache.fop.fo.properties.CharacterProperty, character, char, 11134, 2, 2, 3
org.apache.fop.layoutmgr.SpaceResolver, noBreak, [Lorg.apache.fop.layoutmgr.UnresolvedListElementWithLength;, 4376, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, firstPartLengths, [Lorg.apache.fop.traits.MinOptMax;, 3671, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, isFirst, boolean, 1, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, breakPoss, org.apache.fop.layoutmgr.BreakElement, 13294, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, isLast, boolean, 1469, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, secondPart, [Lorg.apache.fop.layoutmgr.UnresolvedListElementWithLength;, 8191, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, secondPartLengths, [Lorg.apache.fop.traits.MinOptMax;, 2115, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, firstPart, [Lorg.apache.fop.layoutmgr.UnresolvedListElementWithLength;, 10135, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, noBreakLengths, [Lorg.apache.fop.traits.MinOptMax;, 3667, 1479, 1479, 1479
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fByteStream, java.io.InputStream, 1, 1, 1, 1
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fPublicId, java.lang.String, 1, 1, 1, 1
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fEncoding, java.lang.String, 1, 1, 1, 1
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fSystemId, java.lang.String, 1, 1, 1, 1
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fBaseSystemId, java.lang.String, 1, 1, 1, 1
com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource, fCharStream, java.io.Reader, 1, 1, 1, 1
org.dacapo.parser.Config$ThreadModel, description, java.lang.String, 0, 3, 3, 3
com.sun.org.apache.xalan.internal.utils.SecuritySupport$4, val$propName, java.lang.String, 36, 36, 36, 36
org.apache.fop.fo.properties.KeepProperty, withinColumn, org.apache.fop.fo.properties.Property, 74077, 11482, 2, 4
org.apache.fop.fo.properties.KeepProperty, isCachedValue, boolean, 34446, 16273, 4, 4
org.apache.fop.fo.properties.KeepProperty, withinLine, org.apache.fop.fo.properties.Property, 65574, 11482, 2, 4
org.apache.fop.fo.properties.KeepProperty, withinPage, org.apache.fop.fo.properties.Property, 74077, 11482, 1, 4
org.apache.fop.fo.FOTreeBuilder$1, this$0, org.apache.fop.fo.FOTreeBuilder, 0, 1, 1, 1
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, this$0, org.apache.fop.fo.XMLWhiteSpaceHandler, 0, 120, 120, 120
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, fo, org.apache.fop.fo.FObjMixed, 0, 120, 120, 120
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, firstTrailingWhiteSpace, org.apache.fop.fo.CharIterator, 0, 120, 120, 120
com.sun.org.apache.xalan.internal.utils.SecuritySupport$9, val$f, java.io.File, 1, 1, 1, 1
org.apache.fop.fo.properties.FixedLength, millipoints, int, 227551, 5749, 37, 37
org.apache.fop.fo.ElementMappingRegistry, log, org.apache.commons.logging.Log, 0, 1, 1, 1
org.apache.fop.fo.ElementMappingRegistry, fobjTable, java.util.Map, 4364, 1, 1, 1
org.apache.fop.fo.ElementMappingRegistry, namespaces, java.util.Map, 11, 1, 1, 1
org.apache.fop.cli.InputHandler, stylesheet, java.io.File, 1, 1, 1, 1
org.apache.fop.cli.InputHandler, xsltParams, java.util.Vector, 0, 1, 1, 1
org.apache.fop.cli.InputHandler, log, org.apache.commons.logging.Log, 0, 1, 1, 1
org.apache.fop.cli.InputHandler, sourcefile, java.io.File, 3, 2, 1, 1
com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType, literal, java.lang.String, 0, 10, 10, 10
com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy, fAttributes, com.sun.org.apache.xerces.internal.xni.XMLAttributes, 32159, 4354, 1, 5
org.apache.fop.fo.properties.PercentLength, lbase, org.apache.fop.datatypes.PercentBase, 394, 788, 394, 394
org.apache.fop.fo.properties.PercentLength, resolvedValue, double, 394, 394, 394, 394
org.apache.fop.fo.properties.PercentLength, factor, double, 394, 394, 394, 394
org.apache.fop.fo.flow.table.TableBody, tableRowsFound, boolean, 32, 110, 16, 16
org.apache.fop.fo.flow.table.TableBody, tableCellsFound, boolean, 94, 16, 16, 16
org.apache.fop.fo.flow.table.TableBody, rowsStarted, boolean, 94, 110, 16, 16
org.apache.fop.fo.flow.table.TableBody, firstRow, boolean, 0, 16, 16, 16
org.apache.fop.fo.flow.table.TableBody, lastRow, org.apache.fop.fo.flow.table.TableRow, 94, 94, 16, 16
org.apache.fop.fo.flow.table.TableBody, commonBorderPaddingBackground, org.apache.fop.fo.properties.CommonBorderPaddingBackground, 347, 16, 16, 16
org.apache.fop.fo.flow.table.TableBody, rowGroups, java.util.List, 110, 16, 16, 16
org.apache.fop.fo.flow.table.TableBody, lastCellEndsRow, boolean, 0, 16, 16, 16
org.apache.fop.fo.FOTreeBuilder$MainFOHandler, nestedMarkerDepth, int, 0, 1, 1, 1
org.apache.fop.fo.FOTreeBuilder$MainFOHandler, currentFObj, org.apache.fop.fo.FONode, 69551, 8710, 1, 1
org.apache.fop.fo.FOTreeBuilder$MainFOHandler, this$0, org.apache.fop.fo.FOTreeBuilder, 43488, 1, 1, 1
