CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
net.sourceforge.pmd.typeresolution.PMDASMClassLoader, dontBother, java.util.Set, 218, 220, 220, 220
net.sourceforge.pmd.ast.ASTBooleanLiteral, isTrue, boolean, 0, 1431, 1431, 2065
org.apache.xerces.impl.dtd.XMLDTDDescription, fPossibleRoots, java.util.Vector, 0, 24, 1, 1
org.apache.xerces.impl.dtd.XMLDTDDescription, fRootName, java.lang.String, 0, 24, 1, 1
net.sourceforge.pmd.SimpleRuleSetNameMapper, rulesets, java.lang.StringBuffer, 3, 1, 1, 1
net.sourceforge.pmd.SimpleRuleSetNameMapper, nameMap, java.util.Map, 37, 1, 1, 1
net.sourceforge.pmd.RuleChain, languageToRuleChainVisitor, java.util.Map, 429, 6, 6, 6
org.apache.xerces.dom.DeferredAttrImpl, fNodeIndex, int, 4901, 1236, 1236, 1236
net.sourceforge.pmd.Language, name, java.lang.String, 1757, 2, 2, 2
net.sourceforge.pmd.sourcetypehandlers.JavaTypeHandler$2, this$0, net.sourceforge.pmd.sourcetypehandlers.JavaTypeHandler, 0, 220, 220, 220
net.sourceforge.pmd.sourcetypehandlers.JavaTypeHandler$3, this$0, net.sourceforge.pmd.sourcetypehandlers.JavaTypeHandler, 0, 220, 220, 220
net.sourceforge.pmd.sourcetypehandlers.JavaTypeHandler$3, val$classLoader, java.lang.ClassLoader, 220, 220, 220, 220
org.apache.xerces.impl.XMLEntityScanner, fEntityManager, org.apache.xerces.impl.XMLEntityManager, 6, 30, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fSymbolTable, org.apache.xerces.util.SymbolTable, 2550, 30, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fBufferSize, int, 0, 6, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fErrorReporter, org.apache.xerces.impl.XMLErrorReporter, 0, 24, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fCurrentEntity, org.apache.xerces.impl.XMLEntityManager$ScannedEntity, 1242371, 60, 6, 6
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fBindNamespaces, boolean, 0, 6, 6, 6
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fDTDValidator, org.apache.xerces.impl.dtd.XMLDTDValidatorFilter, 0, 0, 0, 6
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fSawSpace, boolean, 0, 0, 0, 6
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fPerformValidation, boolean, 0, 6, 6, 6
org.apache.xerces.impl.dtd.XMLAttributeDecl, simpleType, org.apache.xerces.impl.dtd.XMLSimpleType, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLAttributeDecl, name, org.apache.xerces.xni.QName, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLAttributeDecl, optional, boolean, 0, 0, 0, 12
net.sourceforge.pmd.ast.ASTAssignmentOperator, isCompound, boolean, 0, 116, 116, 2029
net.sourceforge.pmd.jaxen.AttributeAxisIterator$MethodWrapper, method, java.lang.reflect.Method, 0, 89, 89, 89
net.sourceforge.pmd.jaxen.AttributeAxisIterator$MethodWrapper, name, java.lang.String, 0, 89, 89, 89
net.sourceforge.pmd.ScopedLogHandlersManager, newHandlers, [Ljava.util.logging.Handler;, 2, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, logger, java.util.logging.Logger, 6, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, oldLogLevel, java.util.logging.Level, 1, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, oldHandlers, [Ljava.util.logging.Handler;, 2, 1, 1, 1
net.sourceforge.pmd.ast.ASTReferenceType, arrayDepth, int, 210, 210, 203, 5122
net.sourceforge.pmd.ast.ASTFormalParameter, isVarargs, boolean, 39260, 6, 455, 2729
org.apache.xerces.util.SymbolTable, fThreshold, int, 114, 6, 6, 6
org.apache.xerces.util.SymbolTable, fTableSize, int, 2562, 6, 6, 6
org.apache.xerces.util.SymbolTable, fLoadFactor, float, 0, 6, 6, 6
org.apache.xerces.util.SymbolTable, fCount, int, 228, 120, 6, 6
org.apache.xerces.util.SymbolTable, fBuckets, [Lorg.apache.xerces.util.SymbolTable$Entry;, 2778, 12, 6, 6
net.sourceforge.pmd.ast.ASTConstructorDeclaration, containsComment, boolean, 0, 3, 3, 344
org.apache.commons.cli.PosixParser, eatTheRest, boolean, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, org.apache.commons.cli.Option, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, org.apache.commons.cli.Options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, java.util.List, 4, 1, 1, 1
org.apache.xerces.dom.DeferredCDATASectionImpl, fNodeIndex, int, 382, 384, 384, 384
org.jaxen.ContextSupport, functionContext, org.jaxen.FunctionContext, 16279, 91, 91, 91
org.jaxen.ContextSupport, navigator, org.jaxen.Navigator, 893058, 91, 91, 91
org.jaxen.ContextSupport, namespaceContext, org.jaxen.NamespaceContext, 16288, 91, 91, 91
org.jaxen.ContextSupport, variableContext, org.jaxen.VariableContext, 9, 99, 91, 91
org.apache.commons.cli.Option, opt, java.lang.String, 70, 23, 36, 36
org.apache.commons.cli.Option, argName, java.lang.String, 0, 34, 12, 36
org.apache.commons.cli.Option, numberOfArgs, int, 0, 34, 12, 36
org.apache.commons.cli.Option, values, java.util.List, 23, 23, 24, 36
org.apache.commons.cli.Option, description, java.lang.String, 23, 23, 23, 36
org.apache.commons.cli.Option, optionalArg, boolean, 0, 0, 0, 36
org.apache.commons.cli.Option, type, java.lang.Object, 0, 0, 0, 36
org.apache.commons.cli.Option, longOpt, java.lang.String, 112, 23, 24, 36
org.apache.commons.cli.Option, required, boolean, 45, 0, 23, 36
org.apache.commons.cli.Option, valuesep, char, 0, 11, 11, 36
org.jaxen.expr.DefaultNumberExpr, number, java.lang.Double, 6564, 200, 200, 200
org.apache.xerces.impl.dtd.XMLDTDValidator, fDynamicValidation, boolean, 24, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValID, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fInElementContent, boolean, 0, 29, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidationManager, org.apache.xerces.impl.validation.ValidationManager, 24, 23, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fRootElement, org.apache.xerces.xni.QName, 12, 11, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fNamespaces, boolean, 12, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fBalanceSyntaxTrees, boolean, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocLocation, org.apache.xerces.xni.XMLLocator, 0, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fInCDATASection, boolean, 0, 23, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDTDValidation, boolean, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValNMTOKENS, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fNamespaceContext, org.apache.xerces.xni.NamespaceContext, 0, 17, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidationState, org.apache.xerces.impl.validation.ValidationState, 36, 11, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSeenRootElement, boolean, 6, 29, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementQNamePartsStack, [Lorg.apache.xerces.xni.QName;, 187, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildrenOffsetStack, [I, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fGrammarBucket, org.apache.xerces.impl.dtd.DTDGrammarBucket, 24, 11, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocumentHandler, org.apache.xerces.xni.XMLDocumentHandler, 54, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValNOTATION, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fErrorReporter, org.apache.xerces.impl.XMLErrorReporter, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValENTITY, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentElement, org.apache.xerces.xni.QName, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempElementDecl, org.apache.xerces.impl.dtd.XMLElementDecl, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentContentSpecType, int, 0, 29, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidation, boolean, 18, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementIndexStack, [I, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildrenLength, int, 0, 23, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fWarnDuplicateAttdef, boolean, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDTDGrammar, org.apache.xerces.impl.dtd.DTDGrammar, 12, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValIDRef, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fGrammarPool, org.apache.xerces.xni.grammars.XMLGrammarPool, 6, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempAttDecl, org.apache.xerces.impl.dtd.XMLAttributeDecl, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempQName, org.apache.xerces.xni.QName, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildren, [Lorg.apache.xerces.xni.QName;, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fPerformValidation, boolean, 18, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDatatypeValidatorFactory, org.apache.xerces.impl.dv.DTDDVFactory, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocumentSource, org.apache.xerces.xni.parser.XMLDocumentSource, 18, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentElementIndex, int, 0, 29, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValENTITIES, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSchemaType, java.lang.String, 6, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSymbolTable, org.apache.xerces.util.SymbolTable, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fEntityDecl, org.apache.xerces.impl.dtd.XMLEntityDecl, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValNMTOKEN, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fBuffer, java.lang.StringBuffer, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSeenDoctypeDecl, boolean, 6, 23, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fContentSpecTypeStack, [I, 0, 11, 11, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValIDRefs, org.apache.xerces.impl.dv.DatatypeValidator, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementDepth, int, 0, 23, 12, 12
net.sourceforge.pmd.PMDException, severity, int, 0, 0, 0, 1
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, name, java.lang.String, 0, 41, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, count, long, 8549, 8549, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, time, long, 8549, 8549, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, type, int, 0, 41, 41, 41
net.sourceforge.pmd.ast.ASTPrimaryPrefix, usesThisModifier, boolean, 29035, 595, 29035, 29074
net.sourceforge.pmd.ast.ASTPrimaryPrefix, usesSuperModifier, boolean, 29915, 46, 29081, 29074
org.objectweb.asm.signature.SignatureReader, a, java.lang.String, 262, 262, 262, 262
org.apache.xerces.util.AugmentationsImpl, fAugmentationsContainer, org.apache.xerces.util.AugmentationsImpl$AugmentationsItemsContainer, 3708, 78, 78, 78
net.sourceforge.pmd.PMD$PmdRunnable, fileName, java.lang.String, 441, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, rulesets, java.lang.String, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, executor, java.util.concurrent.ExecutorService, 0, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, renderers, java.util.List, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, encoding, java.lang.String, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, dataSource, net.sourceforge.pmd.DataSource, 440, 220, 220, 220
net.sourceforge.pmd.jaxen.DocumentNavigator$2, this$0, net.sourceforge.pmd.jaxen.DocumentNavigator, 0, 1086, 1086, 1086
net.sourceforge.pmd.ast.JavaParserTokenManager, curChar, char, 1767821, 927486, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjstateSet, [I, 1273262, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, image, java.lang.StringBuilder, 370163, 368274, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, input_stream, net.sourceforge.pmd.ast.CharStream, 2750082, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, comments, java.util.List, 1277, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, curLexState, int, 440971, 2262, 221, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjrounds, [I, 1019346, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, defaultLexState, int, 0, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjmatchedPos, int, 669606, 1074599, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjimage, java.lang.StringBuilder, 368283, 220, 221, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjnewStateCnt, int, 973650, 1054622, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, excludeMarker, java.lang.String, 256, 440, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, debugStream, java.io.PrintStream, 0, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, excludeMap, java.util.Map, 220, 220, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjimageLen, int, 74939, 441676, 220, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, lengthOfMatch, int, 0, 74239, 209, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjmatchedKind, int, 4055149, 1247552, 223, 223
net.sourceforge.pmd.ast.JavaParserTokenManager, jjround, int, 1437008, 418127, 221, 223
net.sourceforge.pmd.jaxen.DocumentNavigator$1, this$0, net.sourceforge.pmd.jaxen.DocumentNavigator, 0, 100467, 100464, 100463
org.dacapo.parser.Token, endLine, int, 0, 0, 0, 205
org.dacapo.parser.Token, next, org.dacapo.parser.Token, 0, 0, 0, 205
org.dacapo.parser.Token, image, java.lang.String, 0, 204, 204, 205
org.dacapo.parser.Token, endColumn, int, 0, 0, 0, 205
org.dacapo.parser.Token, specialToken, org.dacapo.parser.Token, 0, 0, 0, 205
org.dacapo.parser.Token, beginColumn, int, 0, 0, 0, 205
org.dacapo.parser.Token, kind, int, 0, 204, 204, 205
org.dacapo.parser.Token, beginLine, int, 0, 0, 0, 205
net.sourceforge.pmd.ast.ASTBlock, containsComment, boolean, 0, 14, 14, 4615
net.sourceforge.pmd.FileDataSource, file, java.io.File, 1738, 220, 220, 220
org.dacapo.parser.Config$ThreadModel, description, java.lang.String, 0, 3, 3, 3
org.dacapo.parser.Config$OutputFile, filter, boolean, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, bytes, long, 1, 4, 4, 4
org.dacapo.parser.Config$OutputFile, keep, boolean, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, this$0, org.dacapo.parser.Config, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, name, java.lang.String, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, digest, java.lang.String, 1, 4, 4, 4
org.dacapo.parser.Config$OutputFile, existence, boolean, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, text, boolean, 0, 4, 4, 4
org.dacapo.parser.Config$OutputFile, lines, int, 1, 4, 4, 4
org.jaxen.util.SingleObjectIterator, seen, boolean, 363140, 212034, 106017, 106013
org.jaxen.util.SingleObjectIterator, object, java.lang.Object, 106018, 106022, 106019, 106013
net.sourceforge.pmd.SourceTypeDiscoverer, mapExtensionOnSourceType, java.util.Map, 1100, 220, 220, 220
org.apache.xerces.impl.Constants$ArrayEnumeration, array, [Ljava.lang.Object;, 0, 1, 1, 1
org.apache.xerces.impl.Constants$ArrayEnumeration, index, int, 0, 0, 0, 1
net.sourceforge.pmd.util.filter.Filters$1, val$filter, net.sourceforge.pmd.util.filter.Filter, 658, 4, 4, 4
net.sourceforge.pmd.symboltable.ClassScope, methodNames, java.util.Map, 18616, 327, 328, 327
net.sourceforge.pmd.symboltable.ClassScope, classNames, java.util.Map, 24, 327, 327, 327
net.sourceforge.pmd.symboltable.ClassScope, className, java.lang.String, 43590, 327, 326, 327
net.sourceforge.pmd.symboltable.ClassScope, variableNames, java.util.Map, 25764, 327, 327, 327
net.sourceforge.pmd.ast.JJTJavaParserState, nodes, java.util.List, 696940, 220, 221, 220
net.sourceforge.pmd.ast.JJTJavaParserState, node_created, boolean, 0, 579252, 220, 220
net.sourceforge.pmd.ast.JJTJavaParserState, marks, java.util.List, 1736202, 220, 220, 220
net.sourceforge.pmd.ast.JJTJavaParserState, sp, int, 1550800, 464950, 220, 220
net.sourceforge.pmd.ast.JJTJavaParserState, mk, int, 1319012, 1158373, 220, 220
org.jaxen.SimpleNamespaceContext, namespaces, java.util.Map, 16287, 91, 91, 91
org.apache.xerces.impl.validation.ValidationManager, fCachedDTD, boolean, 0, 12, 6, 6
org.apache.xerces.impl.validation.ValidationManager, fGrammarFound, boolean, 0, 18, 6, 6
org.apache.xerces.impl.validation.ValidationManager, fVSs, java.util.Vector, 36, 6, 6, 6
org.apache.xerces.impl.XMLDocumentScannerImpl$DTDDispatcher, this$0, org.apache.xerces.impl.XMLDocumentScannerImpl, 0, 12, 12, 12
org.jaxen.util.DescendantAxisIterator, stack, java.util.ArrayList, 53690, 962, 962, 962
org.jaxen.util.DescendantAxisIterator, children, java.util.Iterator, 67025, 27326, 962, 962
org.jaxen.util.DescendantAxisIterator, navigator, org.jaxen.Navigator, 13182, 962, 962, 962
net.sourceforge.pmd.ast.ASTClassOrInterfaceDeclaration, isInterface, boolean, 2677, 25, 243, 244
org.jaxen.expr.DefaultPredicate, expr, org.jaxen.expr.Expr, 63328, 896, 448, 448
net.sourceforge.pmd.ast.ASTPrimitiveType, arrayDepth, int, 0, 0, 0, 2581
net.sourceforge.pmd.ast.ASTInitializer, isStatic, boolean, 3, 3, 3, 3
org.jaxen.saxpath.base.Token, tokenEnd, int, 4604, 13120, 13120, 13120
org.jaxen.saxpath.base.Token, tokenType, int, 79044, 13118, 13118, 13120
org.jaxen.saxpath.base.Token, parseText, java.lang.String, 4604, 13120, 13120, 13120
org.jaxen.saxpath.base.Token, tokenBegin, int, 4604, 13120, 13120, 13120
net.sourceforge.pmd.PMD$PmdThreadFactory, threadList, java.util.List, 4, 1, 1, 1
