CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.dacapo.harness.Callback, timer, long, 1, 1, 1, 1
org.dacapo.harness.Callback, times, [J, 1, 0, 1, 1
org.dacapo.harness.Callback, iterations, int, 0, 1, 1, 1
org.dacapo.harness.Callback, verbose, boolean, 3, 2, 1, 1
avrora.arch.legacy.LegacyDisassembler$InvalidInstruction, pc, int, 0, 40, 40, 40
avrora.arch.legacy.LegacyDisassembler$InvalidInstruction, word1, int, 0, 40, 40, 40
avrora.arch.legacy.LegacyDisassembler$InvalidInstruction, this$0, avrora.arch.legacy.LegacyDisassembler, 0, 40, 40, 40
avrora.sim.mcu.RegisterSet$MultiFieldRegister, this$0, avrora.sim.mcu.RegisterSet, 0, 36, 36, 36
avrora.sim.mcu.RegisterSet$MultiFieldRegister, value, byte, 0, 0, 0, 36
avrora.sim.mcu.RegisterSet$MultiFieldRegister, subFields, [Lavrora.sim.mcu.RegisterSet$SubRegWriter;, 0, 36, 36, 36
avrora.sim.mcu.ADC$ControlRegister, _aden, avrora.sim.state.BooleanView, 11203, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, _adfr, avrora.sim.state.BooleanView, 0, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, _adie, avrora.sim.state.BooleanView, 11216, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, converting, boolean, 8417, 5590, 6, 6
avrora.sim.mcu.ADC$ControlRegister, _adif, avrora.sim.state.BooleanView, 16811, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, _prescaler, avrora.sim.state.RegisterView, 2801, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, this$0, avrora.sim.mcu.ADC, 56016, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, _adsc, avrora.sim.state.BooleanView, 14015, 6, 6, 6
avrora.sim.mcu.ADC$ControlRegister, cycles, int, 2806, 2800, 6, 6
avrora.sim.mcu.ADC$ControlRegister, conversion, avrora.sim.mcu.ADC$ControlRegister$ConversionEvent, 5595, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, simulator, avrora.sim.Simulator, 8362, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, showPackets, boolean, 2798, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, printer, avrora.sim.output.SimPrinter, 5637, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, bits, boolean, 241536, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, packetsTransmitted, int, 493, 487, 6, 6
avrora.monitors.PacketMonitor$Mon, bytesCorrupted, int, 6, 0, 1, 6
avrora.monitors.PacketMonitor$Mon, bytesReceived, int, 101885, 101427, 6, 6
avrora.monitors.PacketMonitor$Mon, startSymbol, byte, 2800, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, packetsReceived, int, 2327, 2332, 6, 6
avrora.monitors.PacketMonitor$Mon, startCycle, long, 2782, 2749, 6, 6
avrora.monitors.PacketMonitor$Mon, this$0, avrora.monitors.PacketMonitor, 8, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, packetsLostinMiddle, int, 0, 0, 0, 6
avrora.monitors.PacketMonitor$Mon, matchStart, boolean, 121642, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, bytesTransmitted, int, 21206, 21200, 6, 6
avrora.monitors.PacketMonitor$Mon, bufferData, [C, 491797, 5640, 6, 6
avrora.monitors.PacketMonitor$Mon, cc2420radio, boolean, 2315, 6, 6, 6
avrora.monitors.PacketMonitor$Mon, bufferPos, int, 614705, 127253, 6, 6
cck.util.Option$Long, defvalue, long, 0, 5, 5, 5
cck.util.Option$Long, value, long, 16, 6, 5, 5
avrora.sim.mcu.ADC$MUXRegister, this$0, avrora.sim.mcu.ADC, 0, 6, 6, 6
avrora.sim.mcu.ADC$MUXRegister, _mux, avrora.sim.state.RegisterView, 8412, 6, 6, 6
avrora.sim.clock.DerivedClock, driveClock, avrora.sim.clock.Clock, 364272, 6, 6, 6
avrora.sim.clock.DerivedClock, divider, double, 364220, 6, 6, 6
avrora.sim.radio.CC1000Radio$Modem0Register, baudrate, int, 18, 24, 6, 6
avrora.sim.radio.CC1000Radio$Modem0Register, xoscFreqRange, int, 0, 24, 6, 6
avrora.sim.radio.CC1000Radio$Modem0Register, dataFormat, int, 18, 24, 6, 6
avrora.sim.radio.CC1000Radio$Modem0Register, this$0, avrora.sim.radio.CC1000Radio, 12, 6, 6, 6
avrora.sim.radio.CC1000Radio$Modem0Register, bitrate, int, 0, 24, 6, 6
avrora.sim.platform.sensors.AccelSensor, fsm, avrora.sim.FiniteStateMachine, 0, 12, 12, 12
avrora.sim.platform.sensors.AccelSensor, channel, int, 12, 12, 12, 12
avrora.sim.platform.sensors.AccelSensor, adcDevice, avrora.sim.mcu.ADC, 12, 12, 12, 12
avrora.sim.platform.sensors.AccelSensor, power, boolean, 0, 0, 0, 12
avrora.sim.platform.sensors.AccelSensor, mcu, avrora.sim.mcu.AtmelMicrocontroller, 36, 12, 12, 12
avrora.sim.platform.sensors.AccelSensor, on, boolean, 30, 0, 6, 12
cck.util.Option$Interval, high, long, 8, 1, 1, 1
cck.util.Option$Interval, low, long, 8, 1, 1, 1
cck.util.Option$Interval, default_high, long, 0, 1, 1, 1
cck.util.Option$Interval, default_low, long, 0, 1, 1, 1
avrora.sim.clock.RippleSynchronizer$NotifyEvent, removed, boolean, 51141, 0, 6, 6
avrora.sim.clock.RippleSynchronizer$NotifyEvent, this$0, avrora.sim.clock.RippleSynchronizer, 165341, 6, 6, 6
avrora.sim.clock.RippleSynchronizer$NotifyEvent, thread, avrora.sim.SimulatorThread, 0, 6, 6, 6
avrora.sim.clock.RippleSynchronizer$NotifyEvent, clock, avrora.sim.clock.MainClock, 102320, 6, 6, 6
avrora.sim.clock.RippleSynchronizer$NotifyEvent, lastLink, avrora.sim.clock.RippleSynchronizer$WaitLink, 1552550, 51176, 6, 6
avrora.sim.platform.sensors.LightSensor$ADCInput, this$0, avrora.sim.platform.sensors.LightSensor, 0, 6, 6, 6
avrora.sim.mcu.Timer8Bit$TCNTnRegister, this$0, avrora.sim.mcu.Timer8Bit, 182057, 12, 12, 12
avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg$ResetEvent, this$1, avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg, 0, 6, 6, 6
avrora.arch.avr.AVRProperties, sram_size, int, 0, 1, 1, 1
avrora.arch.avr.AVRProperties, ioreg_size, int, 0, 1, 1, 1
avrora.arch.avr.AVRProperties, flash_size, int, 0, 1, 1, 1
avrora.arch.avr.AVRProperties, codeSegmentFactory, avrora.sim.CodeSegment$Factory, 0, 1, 1, 1
avrora.arch.avr.AVRProperties, num_pins, int, 0, 1, 1, 1
avrora.arch.avr.AVRProperties, eeprom_size, int, 0, 1, 1, 1
avrora.sim.mcu.Timer16Bit$Mode_Normal, this$0, avrora.sim.mcu.Timer16Bit, 0, 12, 12, 12
avrora.sim.mcu.Timer16Bit$InputCapturePin, level, boolean, 0, 0, 0, 12
avrora.sim.mcu.Timer16Bit$InputCapturePin, this$0, avrora.sim.mcu.Timer16Bit, 0, 12, 12, 12
avrora.sim.radio.CC1000Radio$PA_POWRegister, paHighPower, int, 0, 993, 6, 6
avrora.sim.radio.CC1000Radio$PA_POWRegister, this$0, avrora.sim.radio.CC1000Radio, 4912, 6, 6, 6
avrora.sim.radio.CC1000Radio$PA_POWRegister, paLowPower, int, 0, 993, 6, 6
avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect, compareRegHigh, avrora.sim.RWRegister, 0, 60, 60, 60
avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect, top, int, 0, 60, 60, 60
avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect, this$0, avrora.sim.mcu.Timer16Bit, 0, 60, 60, 60
avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect, increment, byte, 0, 60, 60, 60
avrora.sim.mcu.Timer16Bit$Mode_PWMPhaseCorrect, compareRegLow, avrora.sim.RWRegister, 0, 60, 60, 60
cck.help.HelpCategory, help, java.lang.String, 0, 13, 13, 13
cck.help.HelpCategory, options, cck.util.Options, 35, 13, 13, 13
cck.help.HelpCategory, name, java.lang.String, 0, 18, 13, 13
cck.help.HelpCategory, sections, java.util.LinkedList, 21, 13, 13, 13
avrora.sim.radio.CC1000Radio, radioPrinter, avrora.sim.output.SimPrinter, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, FSCTRL_reg, avrora.sim.radio.CC1000Radio$FSCTRLRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, rssiOutput, avrora.sim.radio.CC1000Radio$RSSIOutput, 6, 6, 6, 6
avrora.sim.radio.CC1000Radio, FSEP_reg, avrora.sim.radio.CC1000Radio$FrequencySeparationRegister, 12, 6, 6, 6
avrora.sim.radio.CC1000Radio, LOCK_reg, avrora.sim.radio.CC1000Radio$LockRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, MODEM_2_reg, avrora.sim.radio.CC1000Radio$Modem2Register, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, CAL_reg, avrora.sim.radio.CC1000Radio$CALRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, medium, avrora.sim.radio.Medium, 0, 12, 6, 6
avrora.sim.radio.CC1000Radio, currentFrequencyRegister, avrora.sim.radio.CC1000Radio$FrequencyRegister, 0, 0, 0, 6
avrora.sim.radio.CC1000Radio, xoscFrequency, long, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, txBuffer, byte, 0, 0, 0, 6
avrora.sim.radio.CC1000Radio, CURRENT_reg, avrora.sim.radio.CC1000Radio$CurrentRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, spiTick, long, 0, 0, 0, 6
avrora.sim.radio.CC1000Radio, rxBuffer, int, 0, 0, 0, 6
avrora.sim.radio.CC1000Radio, sim, avrora.sim.Simulator, 18, 6, 6, 6
avrora.sim.radio.CC1000Radio, registers, [Lavrora.sim.radio.CC1000Radio$RadioRegister;, 744, 6, 6, 6
avrora.sim.radio.CC1000Radio, PLL_reg, avrora.sim.radio.CC1000Radio$PLLRegister, 488, 6, 6, 6
avrora.sim.radio.CC1000Radio, MODEM_1_reg, avrora.sim.radio.CC1000Radio$Modem1Register, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, mcu, avrora.sim.mcu.Microcontroller, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, transmitter, avrora.sim.radio.CC1000Radio$Transmitter, 6, 12, 6, 6
avrora.sim.radio.CC1000Radio, FRONT_END_reg, avrora.sim.radio.CC1000Radio$FrontEndRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, ticker, avrora.sim.radio.CC1000Radio$SPITicker, 6, 6, 6, 6
avrora.sim.radio.CC1000Radio, PA_POW_reg, avrora.sim.radio.CC1000Radio$PA_POWRegister, 488, 6, 6, 6
avrora.sim.radio.CC1000Radio, receiver, avrora.sim.radio.CC1000Radio$Receiver, 6, 12, 6, 6
avrora.sim.radio.CC1000Radio, FREQ_B_reg, avrora.sim.radio.CC1000Radio$FrequencyRegister, 506, 6, 6, 6
avrora.sim.radio.CC1000Radio, FREQ_A_reg, avrora.sim.radio.CC1000Radio$FrequencyRegister, 18, 6, 6, 6
avrora.sim.radio.CC1000Radio, PRESCALER_reg, avrora.sim.radio.CC1000Radio$PrescalerRegister, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, clock, avrora.sim.clock.Clock, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, MODEM_0_reg, avrora.sim.radio.CC1000Radio$Modem0Register, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, stateMachine, avrora.sim.FiniteStateMachine, 6, 6, 6, 6
avrora.sim.radio.CC1000Radio, MAIN_reg, avrora.sim.radio.CC1000Radio$MainRegister, 488, 6, 6, 6
avrora.sim.radio.CC1000Radio, config, avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio, MATCH_reg, avrora.sim.radio.CC1000Radio$MatchRegister, 0, 6, 6, 6
cck.help.HelpCategory$OptionsSection, para, java.lang.String, 0, 8, 8, 8
cck.help.HelpCategory$OptionsSection, this$0, cck.help.HelpCategory, 0, 8, 8, 8
cck.help.HelpCategory$OptionsSection, options, cck.util.Options, 0, 8, 8, 8
avrora.sim.mcu.USART, connectedDevice, avrora.sim.mcu.USART$USARTDevice, 0, 12, 12, 12
avrora.sim.mcu.USART, period, int, 6, 12, 6, 12
avrora.sim.mcu.USART, UBRRnH_reg, avrora.sim.mcu.USART$UBRRnHReg, 18, 12, 12, 12
avrora.sim.mcu.USART, UBRRMultiplier, int, 6, 12, 12, 12
avrora.sim.mcu.USART, UDRn_reg, avrora.sim.mcu.USART$DataRegister, 12, 12, 12, 12
avrora.sim.mcu.USART, receiver, avrora.sim.mcu.USART$Receiver, 0, 12, 12, 12
avrora.sim.mcu.USART, UCSRnB_reg, avrora.sim.mcu.USART$ControlRegisterB, 12, 12, 12, 12
avrora.sim.mcu.USART, UCSRnA_reg, avrora.sim.mcu.USART$ControlRegisterA, 12, 12, 12, 12
avrora.sim.mcu.USART, UBRRnL_reg, avrora.sim.mcu.USART$UBRRnLReg, 18, 12, 12, 12
avrora.sim.mcu.USART, UCSRnC_reg, avrora.sim.mcu.USART$ControlRegisterC, 12, 12, 12, 12
avrora.sim.mcu.USART, transmitter, avrora.sim.mcu.USART$Transmitter, 0, 12, 12, 12
avrora.sim.mcu.USART, properties, avrora.sim.mcu.USART$USARTProperties, 72, 12, 12, 12
avrora.sim.mcu.SPI$SPCRReg, this$0, avrora.sim.mcu.SPI, 25590, 6, 6, 6
avrora.sim.mcu.SPI$SPCRReg, _spr, avrora.sim.state.RegisterView, 4651, 6, 6, 6
avrora.sim.mcu.SPI$SPCRReg, _master, avrora.sim.state.BooleanView, 0, 6, 6, 6
avrora.sim.mcu.SPI$SPCRReg, prev_spie, boolean, 4651, 4611, 6, 6
avrora.sim.mcu.SPI$SPCRReg, _enabled, avrora.sim.state.BooleanView, 0, 6, 6, 6
avrora.sim.Simulator, microcontroller, avrora.sim.mcu.Microcontroller, 846912, 6, 6, 6
avrora.sim.Simulator, simulation, avrora.sim.Simulation, 923, 6, 6, 6
avrora.sim.Simulator, interpreter, avrora.sim.Interpreter, 84, 6, 6, 6
avrora.sim.Simulator, program, avrora.core.Program, 6, 6, 6, 6
avrora.sim.Simulator, clock, avrora.sim.clock.MainClock, 706965, 6, 6, 6
avrora.sim.Simulator, id, int, 4294, 6, 6, 6
avrora.sim.Simulator, events, avrora.sim.output.EventBuffer, 0, 6, 6, 6
avrora.sim.mcu.Timer16Bit$Mode_CTC, compareRegHigh, avrora.sim.RWRegister, 0, 24, 24, 24
avrora.sim.mcu.Timer16Bit$Mode_CTC, this$0, avrora.sim.mcu.Timer16Bit, 0, 24, 24, 24
avrora.sim.mcu.Timer16Bit$Mode_CTC, compareRegLow, avrora.sim.RWRegister, 0, 24, 24, 24
avrora.sim.mcu.Timer8Bit$BufferedRegister, this$0, avrora.sim.mcu.Timer8Bit, 2808, 12, 12, 12
avrora.sim.mcu.Timer8Bit$BufferedRegister, register, avrora.sim.RWRegister, 365690, 12, 12, 12
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, mode, avrora.sim.mcu.RegisterSet$Field, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, unit, char, 108, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, outputComparePin, avrora.sim.mcu.DefaultMCU$Pin, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, flagReg, avrora.sim.mcu.ATMegaFamily$FlagRegister, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, this$0, avrora.sim.mcu.Timer16Bit, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, force, avrora.sim.mcu.RegisterSet$Field, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, OCRnXH_reg, avrora.sim.mcu.Timer16Bit$BufferedRegister, 72, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, OCRnX_reg, avrora.sim.mcu.Timer16Bit$OCRnxPairedRegister, 36, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, flagBit, int, 0, 36, 36, 36
avrora.sim.mcu.Timer16Bit$OutputCompareUnit, OCRnXL_reg, avrora.sim.mcu.Timer16Bit$BufferedRegister, 36, 36, 36, 36
avrora.sim.mcu.ReprogrammableCodeSegment, ERASE_CYCLES, int, 0, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, addressMask, int, 0, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, pagesize, int, 6, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, disassembler, avrora.arch.legacy.LegacyDisassembler, 0, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, buffer, [B, 3078, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, WRITE_CYCLES, int, 0, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, mainClock, avrora.sim.clock.MainClock, 12, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, flashPrinter, avrora.sim.output.SimPrinter, 0, 6, 6, 6
avrora.sim.mcu.ReprogrammableCodeSegment, SPMCSR, avrora.sim.mcu.ReprogrammableCodeSegment$SPMCSR_reg, 6, 6, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, LOCK_SELECT, [Ljava.lang.String;, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, setsLockThreshold, int, 0, 18, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, resetLockThreshold, int, 0, 18, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, this$0, avrora.sim.radio.CC1000Radio, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, lockInstant, boolean, 0, 12, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, lockSelect, int, 0, 12, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, pllLockLength, boolean, 0, 12, 6, 6
avrora.sim.radio.CC1000Radio$LockRegister, lockContinuous, boolean, 0, 12, 6, 6
avrora.sim.AtmelInterpreter$IORegBehavior, reg, avrora.sim.ActiveRegister, 2100162, 1794, 1794, 1794
org.apache.commons.cli.PosixParser, eatTheRest, boolean, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, org.apache.commons.cli.Option, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, org.apache.commons.cli.Options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, java.util.List, 4, 1, 1, 1
org.apache.commons.cli.Option, opt, java.lang.String, 70, 23, 36, 36
org.apache.commons.cli.Option, argName, java.lang.String, 0, 34, 12, 36
org.apache.commons.cli.Option, numberOfArgs, int, 0, 34, 12, 36
org.apache.commons.cli.Option, values, java.util.List, 23, 23, 24, 36
org.apache.commons.cli.Option, description, java.lang.String, 23, 23, 23, 36
org.apache.commons.cli.Option, optionalArg, boolean, 0, 0, 0, 36
org.apache.commons.cli.Option, type, java.lang.Object, 0, 0, 0, 36
org.apache.commons.cli.Option, longOpt, java.lang.String, 112, 23, 24, 36
org.apache.commons.cli.Option, required, boolean, 45, 0, 23, 36
org.apache.commons.cli.Option, valuesep, char, 0, 11, 11, 36
avrora.syntax.elf.ELFParser, symbolTables, java.util.List, 2, 2, 2, 2
avrora.syntax.elf.ELFParser, header, cck.elf.ELFHeader, 10, 2, 2, 2
avrora.syntax.elf.ELFParser, arch, avrora.arch.AbstractArchitecture, 4, 2, 2, 2
avrora.syntax.elf.ELFParser, SYMBOLS, cck.util.Option$Bool, 4, 2, 2, 2
avrora.syntax.elf.ELFParser, pht, cck.elf.ELFProgramHeaderTable, 1488, 2, 2, 2
avrora.syntax.elf.ELFParser, shstrtab, cck.elf.ELFStringTable, 0, 2, 2, 2
avrora.syntax.elf.ELFParser, sht, cck.elf.ELFSectionHeaderTable, 532, 2, 2, 2
avrora.sim.clock.ClockDomain, clockMap, java.util.HashMap, 36, 6, 6, 6
avrora.sim.clock.ClockDomain, mainClock, avrora.sim.clock.MainClock, 54, 6, 6, 6
avrora.sim.mcu.Timer8Bit$ControlRegister, mode, int, 18, 18, 12, 12
avrora.sim.mcu.Timer8Bit$ControlRegister, COMn, avrora.sim.state.RegisterView, 0, 12, 12, 12
avrora.sim.mcu.Timer8Bit$ControlRegister, this$0, avrora.sim.mcu.Timer8Bit, 60, 12, 12, 12
avrora.sim.mcu.Timer8Bit$ControlRegister, WGMn, avrora.sim.state.RegisterView, 12, 12, 12, 12
avrora.sim.mcu.Timer8Bit$ControlRegister, scale, int, 12, 18, 12, 12
avrora.sim.mcu.Timer8Bit$ControlRegister, CSn, avrora.sim.state.RegisterView, 12, 12, 12, 12
avrora.sim.radio.CC1000Radio$FrequencySeparationRegister, frequencySeparation, int, 24, 48, 6, 6
avrora.sim.radio.CC1000Radio$FrequencySeparationRegister, this$0, avrora.sim.radio.CC1000Radio, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$FrequencySeparationRegister, reg1, avrora.sim.radio.CC1000Radio$FrequencySeparationRegister$SubRegister, 30, 6, 6, 6
avrora.sim.radio.CC1000Radio$FrequencySeparationRegister, reg0, avrora.sim.radio.CC1000Radio$FrequencySeparationRegister$SubRegister, 30, 6, 6, 6
cck.elf.ELFSectionHeaderTable, strtab, cck.elf.ELFStringTable, 2, 2, 2, 2
cck.elf.ELFSectionHeaderTable, entries, [Lcck.elf.ELFSectionHeaderTable$Entry32;, 576, 2, 2, 2
cck.elf.ELFSectionHeaderTable, header, cck.elf.ELFHeader, 26, 2, 2, 2
avrora.sim.mcu.ATMegaFamily$PinRegister, pins, [Lavrora.sim.mcu.DefaultMCU$Pin;, 768, 36, 36, 36
avrora.sim.radio.CC1000Radio$Transmitter, this$0, avrora.sim.radio.CC1000Radio, 42400, 12, 12, 12
avrora.monitors.PacketMonitor, START_SYMBOL, cck.util.Option$Str, 0, 1, 1, 1
avrora.monitors.PacketMonitor, BITS, cck.util.Option$Bool, 0, 1, 1, 1
avrora.monitors.PacketMonitor, PACKETS, cck.util.Option$Bool, 0, 1, 1, 1
avrora.monitors.PacketMonitor, monitors, java.util.List, 0, 1, 1, 1
org.dacapo.parser.Token, endLine, int, 0, 0, 0, 88
org.dacapo.parser.Token, next, org.dacapo.parser.Token, 0, 0, 0, 88
org.dacapo.parser.Token, image, java.lang.String, 0, 87, 87, 88
org.dacapo.parser.Token, endColumn, int, 0, 0, 0, 88
org.dacapo.parser.Token, specialToken, org.dacapo.parser.Token, 0, 0, 0, 88
org.dacapo.parser.Token, beginColumn, int, 0, 0, 0, 88
org.dacapo.parser.Token, kind, int, 0, 87, 87, 88
org.dacapo.parser.Token, beginLine, int, 0, 0, 0, 88
avrora.sim.platform.ExternalFlash$Page, bytes, [S, 0, 12, 12, 12
avrora.sim.platform.ExternalFlash$Page, this$0, avrora.sim.platform.ExternalFlash, 0, 12, 12, 12
avrora.sim.state.RegisterUtil$BoolView, reg, avrora.sim.state.RegisterView, 2620339, 150, 150, 150
avrora.sim.state.RegisterUtil$BoolView, low, byte, 1759681, 150, 150, 150
avrora.sim.radio.CC1000Radio$PLLRegister, alarmLow, boolean, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$PLLRegister, extFilter, boolean, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$PLLRegister, alarmHigh, boolean, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$PLLRegister, this$0, avrora.sim.radio.CC1000Radio, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$PLLRegister, alarmDisable, boolean, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$PLLRegister, refDiv, int, 0, 6, 6, 6
org.dacapo.parser.Config$ThreadModel, description, java.lang.String, 0, 3, 3, 3
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, bitsRead, int, 204228, 53392, 6, 6
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, address, byte, 47103, 47111, 6, 6
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, readData, byte, 108, 12, 6, 6
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, readerPrinter, avrora.sim.output.SimPrinter, 3141, 6, 6, 6
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, PDATA_in, avrora.sim.radio.CC1000Radio$SerialConfigurationInterface$PDATAOutput, 0, 6, 6, 6
avrora.sim.radio.CC1000Radio$SerialConfigurationInterface, inputPin, boolean, 50147, 0, 6, 6
