CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.xerces.impl.XMLEntityManager, fInExternalSubset, boolean, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fResourceIdentifier, org.apache.xerces.util.XMLResourceIdentifierImpl, 3400, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fStandalone, boolean, 0, 1700, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntities, java.util.Hashtable, 1699, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fDeclaredEntities, java.util.Hashtable, 1700, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fExternalGeneralEntities, boolean, 0, 10, 5, 5
org.apache.xerces.impl.XMLEntityManager, fAllowJavaEncodings, boolean, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fErrorReporter, org.apache.xerces.impl.XMLErrorReporter, 8501, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityHandler, org.apache.xerces.impl.XMLEntityHandler, 3401, 5098, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityExpansionCount, int, 0, 1703, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityResolver, org.apache.xerces.xni.parser.XMLEntityResolver, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fValidation, boolean, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fBufferSize, int, 1706, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityAugs, org.apache.xerces.xni.Augmentations, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fXML10EntityScanner, org.apache.xerces.impl.XMLEntityScanner, 13607, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityStack, java.util.Stack, 3400, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fReaderStack, java.util.Stack, 6800, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fSymbolTable, org.apache.xerces.util.SymbolTable, 5104, 5, 5, 5
org.apache.xerces.impl.XMLEntityManager, fEntityExpansionLimit, int, 0, 1704, 5, 5
org.apache.xerces.impl.XMLEntityManager, fXML11EntityScanner, org.apache.xerces.impl.XMLEntityScanner, 1698, 0, 5, 5
org.apache.xerces.impl.dtd.XMLDTDDescription, fPossibleRoots, java.util.Vector, 0, 10, 1, 1
org.apache.xerces.impl.dtd.XMLDTDDescription, fRootName, java.lang.String, 0, 10, 1, 1
org.apache.xerces.parsers.AbstractSAXParser$LocatorProxy, this$0, org.apache.xerces.parsers.AbstractSAXParser, 0, 1697, 1697, 1699
org.apache.xerces.parsers.AbstractSAXParser$LocatorProxy, fLocator, org.apache.xerces.xni.XMLLocator, 6000, 1699, 1698, 1699
org.apache.xml.utils.SAXSourceLocator, m_locator, org.xml.sax.Locator, 8592, 1, 1, 1
org.apache.xml.serializer.ToHTMLStream, m_specialEscapeURLs, boolean, 40192, 5099, 3399, 3400
org.apache.xml.serializer.ToHTMLStream, m_inDTD, boolean, 0, 3398, 3398, 3400
org.apache.xml.serializer.ToHTMLStream, m_htmlInfo, org.apache.xml.serializer.ToHTMLStream$Trie, 348001, 3400, 3400, 3400
org.apache.xml.serializer.ToHTMLStream, m_inBlockElem, boolean, 0, 3398, 3397, 3400
org.apache.xml.serializer.ToHTMLStream, m_htmlcharInfo, org.apache.xml.serializer.CharInfo, 3400, 3400, 3400, 3400
org.apache.xml.serializer.ToHTMLStream, m_omitMetaTag, boolean, 0, 5099, 3399, 3400
org.apache.xerces.parsers.AbstractSAXParser$AttributesProxy, fAttributes, org.apache.xerces.xni.XMLAttributes, 563465, 287384, 5, 5
org.apache.xalan.transformer.StackGuard, m_transformer, org.apache.xalan.transformer.TransformerImpl, 13897, 1700, 1700, 1698
org.apache.xalan.transformer.StackGuard, m_recursionLimit, int, 321156, 1699, 1699, 1698
org.apache.xerces.impl.XMLEntityScanner, fEntityManager, org.apache.xerces.impl.XMLEntityManager, 1700, 5108, 5, 5
org.apache.xerces.impl.XMLEntityScanner, fSymbolTable, org.apache.xerces.util.SymbolTable, 366807, 5109, 5, 5
org.apache.xerces.impl.XMLEntityScanner, fBufferSize, int, 0, 5, 5, 5
org.apache.xerces.impl.XMLEntityScanner, fErrorReporter, org.apache.xerces.impl.XMLErrorReporter, 0, 5105, 5, 5
org.apache.xerces.impl.XMLEntityScanner, fCurrentEntity, org.apache.xerces.impl.XMLEntityManager$ScannedEntity, 125087075, 11908, 5, 5
org.apache.xalan.transformer.CountersTable, m_newFound, org.apache.xpath.NodeSetDTM, 85289, 1698, 8201, 8203
org.apache.xalan.transformer.CountersTable, m_countersMade, int, 8097, 9797, 6403, 8203
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fBindNamespaces, boolean, 972457, 1699, 5, 5
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fDTDValidator, org.apache.xerces.impl.dtd.XMLDTDValidatorFilter, 0, 1699, 5, 5
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fSawSpace, boolean, 0, 0, 0, 5
org.apache.xerces.impl.XMLNSDocumentScannerImpl, fPerformValidation, boolean, 1701, 1699, 5, 5
org.apache.xerces.util.URI, m_host, java.lang.String, 0, 2, 1, 1
org.apache.xerces.util.URI, m_scheme, java.lang.String, 4, 2, 1, 1
org.apache.xerces.util.URI, m_regAuthority, java.lang.String, 0, 1, 1, 1
org.apache.xerces.util.URI, m_path, java.lang.String, 0, 2, 1, 1
org.apache.xerces.util.URI, m_userinfo, java.lang.String, 0, 1, 1, 1
org.apache.xerces.util.URI, m_port, int, 0, 1, 1, 1
org.apache.xerces.util.URI, m_queryString, java.lang.String, 0, 1, 1, 1
org.apache.xerces.util.URI, m_fragment, java.lang.String, 0, 1, 1, 1
org.apache.xalan.templates.ElemNumber$NumberFormatStringTokenizer, str, java.lang.String, 289570, 16100, 16100, 16099
org.apache.xalan.templates.ElemNumber$NumberFormatStringTokenizer, currentPosition, int, 774248, 75993, 16097, 16099
org.apache.xalan.templates.ElemNumber$NumberFormatStringTokenizer, this$0, org.apache.xalan.templates.ElemNumber, 0, 16099, 16099, 16099
org.apache.xalan.templates.ElemNumber$NumberFormatStringTokenizer, maxPosition, int, 315971, 16100, 16100, 16099
org.apache.xerces.impl.dtd.XMLAttributeDecl, simpleType, org.apache.xerces.impl.dtd.XMLSimpleType, 0, 5, 5, 5
org.apache.xerces.impl.dtd.XMLAttributeDecl, name, org.apache.xerces.xni.QName, 0, 5, 5, 5
org.apache.xerces.impl.dtd.XMLAttributeDecl, optional, boolean, 0, 0, 0, 5
org.dacapo.xalan.XSLTBench, _workers, [Lorg.dacapo.xalan.XSLTBench$XalanWorker;, 13, 2, 1, 1
org.dacapo.xalan.XSLTBench, XALAN_VERSION, java.lang.String, 0, 1, 1, 1
org.dacapo.xalan.XSLTBench, _template, javax.xml.transform.Templates, 0, 2, 1, 1
org.dacapo.xalan.XSLTBench, scratch, java.io.File, 0, 1, 1, 1
org.dacapo.xalan.XSLTBench, workers, int, 10, 1, 1, 1
org.dacapo.xalan.XSLTBench, _workQueue, org.dacapo.xalan.XSLTBench$WorkQueue, 1708, 2, 1, 1
org.dacapo.xalan.XSLTBench, verbose, boolean, 0, 1, 1, 1
org.apache.xpath.compiler.Compiler, locPathDepth, int, 9812, 14123, 4699, 4696
org.apache.xpath.compiler.Compiler, m_errorHandler, javax.xml.transform.ErrorListener, 0, 4697, 4697, 4696
org.apache.xpath.compiler.Compiler, m_locator, javax.xml.transform.SourceLocator, 0, 4697, 4697, 4696
org.apache.xpath.compiler.Compiler, m_functionTable, org.apache.xpath.compiler.FunctionTable, 4778, 4699, 4699, 4696
org.apache.xpath.compiler.Compiler, m_currentPrefixResolver, org.apache.xml.utils.PrefixResolver, 0, 4698, 4697, 4696
org.apache.xml.utils.DefaultErrorHandler, m_throwExceptionOnError, boolean, 0, 3402, 1701, 1700
org.apache.xml.utils.DefaultErrorHandler, m_pw, java.io.PrintWriter, 0, 0, 0, 1700
org.apache.xalan.templates.TemplateSubPatternAssociation, m_targetString, java.lang.String, 169, 163, 163, 163
org.apache.xalan.templates.TemplateSubPatternAssociation, m_pattern, java.lang.String, 0, 163, 163, 163
org.apache.xalan.templates.TemplateSubPatternAssociation, m_template, org.apache.xalan.templates.ElemTemplate, 925001, 163, 163, 163
org.apache.xalan.templates.TemplateSubPatternAssociation, m_next, org.apache.xalan.templates.TemplateSubPatternAssociation, 276205, 243, 163, 163
org.apache.xalan.templates.TemplateSubPatternAssociation, m_stepPattern, org.apache.xpath.patterns.StepPattern, 340, 163, 163, 163
org.apache.xalan.templates.TemplateSubPatternAssociation, m_wild, boolean, 175, 163, 163, 163
org.apache.xerces.util.SymbolTable, fThreshold, int, 416, 6, 5, 5
org.apache.xerces.util.SymbolTable, fTableSize, int, 366833, 6, 5, 5
org.apache.xerces.util.SymbolTable, fLoadFactor, float, 1, 5, 5, 5
org.apache.xerces.util.SymbolTable, fCount, int, 832, 421, 5, 5
org.apache.xerces.util.SymbolTable, fBuckets, [Lorg.apache.xerces.util.SymbolTable$Entry;, 367687, 11, 5, 5
org.apache.xpath.compiler.OpMapVector, m_blocksize, int, 28, 4698, 4698, 4698
org.apache.xpath.compiler.OpMapVector, m_map, [I, 319715, 9420, 4696, 4698
org.apache.xpath.compiler.OpMapVector, m_lengthPos, int, 4698, 9396, 4697, 4698
org.apache.xpath.compiler.OpMapVector, m_mapSize, int, 122691, 9423, 4697, 4698
org.apache.xml.serializer.NamespaceMappings$MappingRecord, m_prefix, java.lang.String, 0, 6799, 6799, 6798
org.apache.xml.serializer.NamespaceMappings$MappingRecord, m_uri, java.lang.String, 0, 6800, 6800, 6798
org.apache.xml.serializer.NamespaceMappings$MappingRecord, m_declarationDepth, int, 0, 6800, 6800, 6798
org.apache.xml.serializer.NamespaceMappings$MappingRecord, this$0, org.apache.xml.serializer.NamespaceMappings, 0, 6799, 6799, 6798
org.apache.xpath.axes.PredicatedNodeTest$PredOwner, this$0, org.apache.xpath.axes.PredicatedNodeTest, 0, 66, 66, 66
org.apache.xpath.axes.PredicatedNodeTest$PredOwner, m_index, int, 0, 66, 66, 66
org.apache.commons.cli.PosixParser, eatTheRest, boolean, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, org.apache.commons.cli.Option, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, org.apache.commons.cli.Options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, java.util.List, 4, 1, 1, 1
org.apache.xalan.templates.WhiteSpaceInfo, m_shouldStripSpace, boolean, 0, 1, 1, 1
org.apache.xalan.templates.ElemTextLiteral, m_str, java.lang.String, 8, 4, 4, 169
org.apache.xalan.templates.ElemTextLiteral, m_ch, [C, 199367, 169, 169, 169
org.apache.xalan.templates.ElemTextLiteral, m_disableOutputEscaping, boolean, 190900, 338, 169, 169
org.apache.xalan.templates.ElemTextLiteral, m_preserveSpace, boolean, 0, 169, 169, 169
org.apache.commons.cli.Option, opt, java.lang.String, 70, 23, 36, 36
org.apache.commons.cli.Option, argName, java.lang.String, 0, 34, 12, 36
org.apache.commons.cli.Option, numberOfArgs, int, 0, 34, 12, 36
org.apache.commons.cli.Option, values, java.util.List, 23, 23, 24, 36
org.apache.commons.cli.Option, description, java.lang.String, 23, 23, 23, 36
org.apache.commons.cli.Option, optionalArg, boolean, 0, 0, 0, 36
org.apache.commons.cli.Option, type, java.lang.Object, 0, 0, 0, 36
org.apache.commons.cli.Option, longOpt, java.lang.String, 112, 23, 24, 36
org.apache.commons.cli.Option, required, boolean, 45, 0, 23, 36
org.apache.commons.cli.Option, valuesep, char, 0, 11, 11, 36
org.apache.xpath.axes.UnionPathIterator, m_iterators, [Lorg.apache.xml.dtm.DTMIterator;, 0, 0, 0, 6
org.apache.xpath.axes.UnionPathIterator, m_exprs, [Lorg.apache.xpath.axes.LocPathIterator;, 66, 6, 6, 6
org.apache.xml.serializer.ElemContext, m_startTagOpen, boolean, 0, 403373, 55300, 55294
org.apache.xml.serializer.ElemContext, m_elementDesc, org.apache.xml.serializer.ElemDesc, 0, 55295, 55291, 55294
org.apache.xml.serializer.ElemContext, m_elementLocalName, java.lang.String, 0, 392868, 55298, 55294
org.apache.xml.serializer.ElemContext, m_currentElemDepth, int, 11498, 55297, 55288, 55294
org.apache.xml.serializer.ElemContext, m_elementURI, java.lang.String, 0, 392860, 55298, 55294
org.apache.xml.serializer.ElemContext, m_prev, org.apache.xml.serializer.ElemContext, 0, 55295, 55291, 55294
org.apache.xml.serializer.ElemContext, m_elementName, java.lang.String, 0, 392861, 55296, 55294
org.apache.xml.serializer.ElemContext, m_isCdataSection, boolean, 0, 337574, 11499, 55294
org.apache.xml.serializer.ElemContext, m_next, org.apache.xml.serializer.ElemContext, 348053, 11497, 11498, 55294
org.apache.xml.serializer.ElemContext, m_isRaw, boolean, 0, 55292, 55287, 55294
org.apache.xpath.operations.Variable, m_fixUpWasCalled, boolean, 66670, 76, 38, 38
org.apache.xpath.operations.Variable, m_qname, org.apache.xml.utils.QName, 68, 38, 38, 38
org.apache.xpath.operations.Variable, m_index, int, 66678, 38, 38, 38
org.apache.xpath.operations.Variable, m_isGlobal, boolean, 66673, 61, 38, 38
org.apache.xerces.util.AugmentationsImpl, fAugmentationsContainer, org.apache.xerces.util.AugmentationsImpl$AugmentationsItemsContainer, 54857, 29, 29, 29
org.apache.xpath.patterns.UnionPattern$UnionPathPartOwner, this$0, org.apache.xpath.patterns.UnionPattern, 0, 69, 69, 69
org.apache.xpath.patterns.UnionPattern$UnionPathPartOwner, m_index, int, 0, 69, 69, 69
org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$ChildTraverser, this$0, org.apache.xml.dtm.ref.DTMDefaultBaseTraversers, 141697, 1698, 1698, 1700
org.apache.xml.dtm.ref.DTMStringPool, m_hashChain, org.apache.xml.utils.IntVector, 64799, 1700, 1700, 1700
org.apache.xml.dtm.ref.DTMStringPool, m_intToString, java.util.Vector, 199379, 1699, 1699, 1700
org.apache.xml.dtm.ref.DTMStringPool, m_hashStart, [I, 271803, 1699, 1698, 1700
org.apache.xerces.jaxp.SAXParserImpl, fInitErrorHandler, org.xml.sax.ErrorHandler, 0, 1, 1, 1
org.apache.xerces.jaxp.SAXParserImpl, grammar, javax.xml.validation.Schema, 1, 1, 1, 1
org.apache.xerces.jaxp.SAXParserImpl, fInitEntityResolver, org.xml.sax.EntityResolver, 0, 1, 1, 1
org.apache.xerces.jaxp.SAXParserImpl, xmlReader, org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser, 6, 1, 1, 1
org.apache.xerces.jaxp.SAXParserImpl, fSchemaValidatorComponentManager, org.apache.xerces.xni.parser.XMLComponentManager, 0, 0, 0, 1
org.apache.xerces.jaxp.SAXParserImpl, schemaLanguage, java.lang.String, 0, 1, 1, 1
org.apache.xerces.jaxp.SAXParserImpl, fSchemaValidationManager, org.apache.xerces.impl.validation.ValidationManager, 0, 0, 0, 1
org.apache.xerces.jaxp.SAXParserImpl, fSchemaValidator, org.apache.xerces.xni.parser.XMLComponent, 0, 0, 0, 1
org.apache.xml.dtm.ref.DTMNodeProxy, node, int, 0, 4199, 4199, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, actualEncoding, java.lang.String, 0, 0, 0, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, xmlStandalone, boolean, 0, 0, 0, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, xmlEncoding, java.lang.String, 0, 0, 0, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, dtm, org.apache.xml.dtm.DTM, 0, 4199, 4199, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, xmlVersion, java.lang.String, 0, 0, 0, 4198
org.apache.xml.dtm.ref.DTMNodeProxy, fDocumentURI, java.lang.String, 0, 0, 0, 4198
org.dacapo.parser.Token, endLine, int, 0, 0, 0, 98
org.dacapo.parser.Token, next, org.dacapo.parser.Token, 0, 0, 0, 98
org.dacapo.parser.Token, image, java.lang.String, 0, 97, 97, 98
org.dacapo.parser.Token, endColumn, int, 0, 0, 0, 98
org.dacapo.parser.Token, specialToken, org.dacapo.parser.Token, 0, 0, 0, 98
org.dacapo.parser.Token, beginColumn, int, 0, 0, 0, 98
org.dacapo.parser.Token, kind, int, 0, 97, 97, 98
org.dacapo.parser.Token, beginLine, int, 0, 0, 0, 98
org.apache.xml.utils.Context2, defaultNS, java.lang.String, 988, 1000, 12, 12
org.apache.xml.utils.Context2, parent, org.apache.xml.utils.Context2, 988, 1000, 12, 12
org.apache.xml.utils.Context2, elementNameTable, java.util.Hashtable, 991, 990, 12, 12
org.apache.xml.utils.Context2, attributeNameTable, java.util.Hashtable, 991, 990, 12, 12
org.apache.xml.utils.Context2, tablesDirty, boolean, 4, 1003, 12, 12
org.apache.xml.utils.Context2, prefixTable, java.util.Hashtable, 1001, 993, 12, 12
org.apache.xml.utils.Context2, uriTable, java.util.Hashtable, 995, 993, 12, 12
org.apache.xml.utils.Context2, declarations, java.util.Vector, 1164, 1003, 12, 12
org.apache.xml.utils.Context2, child, org.apache.xml.utils.Context2, 988, 1000, 12, 12
org.dacapo.xalan.XSLTBench$WorkQueue, this$0, org.dacapo.xalan.XSLTBench, 0, 1, 1, 1
org.dacapo.xalan.XSLTBench$WorkQueue, _queue, java.util.LinkedList, 5112, 1, 1, 1
org.apache.xalan.templates.AVTPartXPath, m_xpath, org.apache.xpath.XPath, 16221, 21, 21, 21
org.dacapo.parser.Config$ThreadModel, description, java.lang.String, 0, 3, 3, 3
org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry, next, org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry, 0, 106519, 106516, 106518
org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry, value, int, 0, 106518, 106515, 106518
org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry, key, org.apache.xml.dtm.ref.ExtendedType, 0, 106519, 106515, 106518
org.apache.xml.dtm.ref.ExpandedNameTable$HashEntry, hash, int, 0, 106516, 106510, 106518
org.dacapo.parser.Config$OutputFile, filter, boolean, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, bytes, long, 2, 6, 6, 6
org.dacapo.parser.Config$OutputFile, keep, boolean, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, this$0, org.dacapo.parser.Config, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, name, java.lang.String, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, digest, java.lang.String, 2, 6, 6, 6
org.dacapo.parser.Config$OutputFile, existence, boolean, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, text, boolean, 0, 6, 6, 6
org.dacapo.parser.Config$OutputFile, lines, int, 2, 6, 6, 6
org.apache.xml.serializer.OutputPropertiesFactory$1, val$resourceName, java.lang.String, 4, 4, 4, 4
org.apache.xalan.templates.XUnresolvedVariable, m_transformer, org.apache.xalan.transformer.TransformerImpl, 700, 10198, 10198, 10200
org.apache.xalan.templates.XUnresolvedVariable, m_varStackContext, int, 0, 10198, 10198, 10200
org.apache.xalan.templates.XUnresolvedVariable, m_context, int, 700, 10200, 10200, 10200
org.apache.xalan.templates.XUnresolvedVariable, m_doneEval, boolean, 700, 11599, 10199, 10200
org.apache.xalan.templates.XUnresolvedVariable, m_varStackPos, int, 0, 20397, 10198, 10200
org.apache.xalan.templates.XUnresolvedVariable, m_isGlobal, boolean, 0, 10198, 10198, 10200
org.apache.xml.utils.XMLReaderManager, m_readers, java.lang.ThreadLocal, 5104, 1, 1, 1
org.apache.xml.utils.XMLReaderManager, m_inUse, java.util.Hashtable, 6796, 1, 1, 1
org.apache.xalan.templates.ElemApplyTemplates, m_isDefaultTemplate, boolean, 293264, 179, 177, 177
org.apache.xalan.templates.ElemApplyTemplates, m_mode, org.apache.xml.utils.QName, 304552, 220, 177, 177
org.apache.xerces.impl.Constants$ArrayEnumeration, array, [Ljava.lang.Object;, 0, 1, 1, 1
org.apache.xerces.impl.Constants$ArrayEnumeration, index, int, 0, 0, 0, 1
org.apache.xpath.compiler.Lexer, m_processor, org.apache.xpath.compiler.XPathParser, 4699, 4698, 4698, 4697
org.apache.xpath.compiler.Lexer, m_patternMap, [I, 9980, 4696, 4696, 4697
org.apache.xpath.compiler.Lexer, m_namespaceContext, org.apache.xml.utils.PrefixResolver, 9019, 4698, 4697, 4697
org.apache.xpath.compiler.Lexer, m_patternMapSize, int, 14896, 9614, 4697, 4697
org.apache.xpath.compiler.Lexer, m_compiler, org.apache.xpath.compiler.Compiler, 25191, 4699, 4699, 4697
org.apache.xpath.patterns.StepPattern, m_targetString, java.lang.String, 9204, 4423, 4426, 4427
org.apache.xpath.patterns.StepPattern, m_relativePathPattern, org.apache.xpath.patterns.StepPattern, 934267, 24, 4428, 4427
org.apache.xpath.patterns.StepPattern, m_axis, int, 243657, 4427, 4427, 4427
org.apache.xpath.patterns.StepPattern, m_predicates, [Lorg.apache.xpath.Expression;, 746162, 4427, 4426, 4427
org.apache.xpath.VariableStack, _links, [I, 84783, 1700, 1700, 1701
org.apache.xpath.VariableStack, _stackFrames, [Lorg.apache.xpath.objects.XObject;, 165277, 3398, 1700, 1701
org.apache.xpath.VariableStack, _linksTop, int, 76291, 53693, 1701, 1701
org.apache.xpath.VariableStack, _currentFrameBottom, int, 1383581, 769755, 1700, 1701
org.apache.xpath.VariableStack, _frameTop, int, 72891, 50295, 1700, 1701
