CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.lucene.store.FSDirectory$FSIndexInput, isClone, boolean, 41, 18, 41, 42
org.apache.lucene.index.TermInfosReader, threadResources, org.apache.lucene.util.CloseableThreadLocal, 2, 2, 2, 2
org.apache.lucene.index.TermInfosReader, origEnum, org.apache.lucene.index.SegmentTermEnum, 14, 2, 2, 2
org.apache.lucene.index.TermInfosReader, indexPointers, [J, 0, 0, 0, 2
org.apache.lucene.index.TermInfosReader, fieldInfos, org.apache.lucene.index.FieldInfos, 4, 2, 2, 2
org.apache.lucene.index.TermInfosReader, indexTerms, [Lorg.apache.lucene.index.Term;, 0, 2, 2, 2
org.apache.lucene.index.TermInfosReader, size, long, 0, 2, 2, 2
org.apache.lucene.index.TermInfosReader, indexEnum, org.apache.lucene.index.SegmentTermEnum, 4, 2, 2, 2
org.apache.lucene.index.TermInfosReader, segment, java.lang.String, 4, 2, 2, 2
org.apache.lucene.index.TermInfosReader, indexInfos, [Lorg.apache.lucene.index.TermInfo;, 0, 0, 0, 2
org.apache.lucene.index.TermInfosReader, directory, org.apache.lucene.store.Directory, 4, 2, 2, 2
org.apache.lucene.index.TermInfosReader, totalIndexInterval, int, 0, 2, 2, 2
org.apache.lucene.index.TermInfosReader, indexDivisor, int, 0, 2, 2, 2
org.apache.lucene.index.Term, field, java.lang.String, 116372, 0, 29063, 29106
org.apache.lucene.index.Term, text, java.lang.String, 116324, 35629, 29106, 29106
org.apache.lucene.index.IndexWriter$MaxFieldLength, limit, int, 1, 2, 2, 2
org.apache.lucene.index.IndexWriter$MaxFieldLength, name, java.lang.String, 0, 2, 2, 2
org.apache.lucene.index.DocInverter, endConsumer, org.apache.lucene.index.InvertedDocEndConsumer, 4, 1, 1, 1
org.apache.lucene.index.DocInverter, consumer, org.apache.lucene.index.InvertedDocConsumer, 4, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, infoStream, java.io.PrintStream, 157, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, refCounts, java.util.Map, 279, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, commitsToDelete, java.util.List, 6, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, deletable, java.util.List, 9, 0, 1, 1
org.apache.lucene.index.IndexFileDeleter, commits, java.util.List, 11, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, lastFiles, java.util.List, 43, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, directory, org.apache.lucene.store.Directory, 49, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, policy, org.apache.lucene.index.IndexDeletionPolicy, 1, 1, 1, 1
org.apache.lucene.index.IndexFileDeleter, docWriter, org.apache.lucene.index.DocumentsWriter, 14, 1, 1, 1
org.dacapo.harness.Callback, mode, org.dacapo.harness.Callback$Mode, 4, 1, 1, 1
org.dacapo.harness.Callback, args, org.dacapo.harness.CommandLineArgs, 2, 1, 1, 1
org.dacapo.harness.Callback, elapsed, long, 1, 1, 1, 1
org.dacapo.harness.Callback, timer, long, 1, 1, 1, 1
org.dacapo.harness.Callback, times, [J, 1, 0, 1, 1
org.dacapo.harness.Callback, iterations, int, 0, 1, 1, 1
org.dacapo.harness.Callback, verbose, boolean, 3, 2, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, fieldCount, int, 13576, 4936, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, fieldInfos, org.apache.lucene.index.FieldInfos, 3, 1, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, docBoost, float, 0, 0, 0, 1
org.apache.lucene.index.DocFieldProcessorPerThread, fieldGen, int, 1234, 1234, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, hashMask, int, 3702, 3, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, docState, org.apache.lucene.index.DocumentsWriter$DocState, 2468, 1, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, docFieldProcessor, org.apache.lucene.index.DocFieldProcessor, 0, 1, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, fieldHash, [Lorg.apache.lucene.index.DocFieldProcessorPerField;, 3795, 3, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, fields, [Lorg.apache.lucene.index.DocFieldProcessorPerField;, 19748, 3, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, consumer, org.apache.lucene.index.DocFieldConsumerPerThread, 2468, 1, 1, 1
org.apache.lucene.index.DocFieldProcessorPerThread, totalFieldCount, int, 6, 3, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerField, doVectorOffsets, boolean, 0, 3702, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, perThread, org.apache.lucene.index.TermVectorsTermsWriterPerThread, 0, 3, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, termsWriter, org.apache.lucene.index.TermVectorsTermsWriter, 0, 3, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, termsHashPerField, org.apache.lucene.index.TermsHashPerField, 3708, 3, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, doVectorPositions, boolean, 0, 3702, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, docState, org.apache.lucene.index.DocumentsWriter$DocState, 0, 3, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, fieldInfo, org.apache.lucene.index.FieldInfo, 0, 3, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, maxNumPostings, int, 6, 6, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, doVectors, boolean, 11106, 3702, 3, 3
org.apache.lucene.index.TermVectorsTermsWriterPerField, fieldState, org.apache.lucene.index.DocInverter$FieldInvertState, 0, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, perThread, org.apache.lucene.index.DocInverterPerThread, 3702, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, endConsumer, org.apache.lucene.index.InvertedDocEndConsumerPerField, 3702, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, docState, org.apache.lucene.index.DocumentsWriter$DocState, 8677, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, fieldInfo, org.apache.lucene.index.FieldInfo, 1234, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, consumer, org.apache.lucene.index.InvertedDocConsumerPerField, 947501, 3, 3, 3
org.apache.lucene.index.DocInverterPerField, fieldState, org.apache.lucene.index.DocInverter$FieldInvertState, 3771494, 3, 3, 3
org.apache.lucene.util.UnicodeUtil$UTF16Result, result, [C, 106913, 24, 18, 18
org.apache.lucene.util.UnicodeUtil$UTF16Result, offsets, [I, 0, 18, 18, 18
org.apache.lucene.util.UnicodeUtil$UTF16Result, length, int, 71276, 35637, 4, 18
org.dacapo.harness.Luindex, benchmark, java.lang.Object, 1, 1, 1, 1
org.apache.lucene.document.Document, boost, float, 3702, 1234, 1234, 1234
org.apache.lucene.document.Document, fields, java.util.List, 4936, 1234, 1234, 1234
org.apache.lucene.index.DocumentsWriterThreadState, doFlushAfter, boolean, 0, 2, 1, 1
org.apache.lucene.index.DocumentsWriterThreadState, docState, org.apache.lucene.index.DocumentsWriter$DocState, 4, 1, 1, 1
org.apache.lucene.index.DocumentsWriterThreadState, isIdle, boolean, 0, 1, 1, 1
org.apache.lucene.index.DocumentsWriterThreadState, numThreads, int, 0, 3, 1, 1
org.apache.lucene.index.DocumentsWriterThreadState, consumer, org.apache.lucene.index.DocConsumerPerThread, 0, 1, 1, 1
org.apache.lucene.index.DocumentsWriterThreadState, docWriter, org.apache.lucene.index.DocumentsWriter, 0, 1, 1, 1
org.dacapo.parser.ConfigFile, jj_expentry, [I, 0, 0, 0, 1
org.dacapo.parser.ConfigFile, jj_kind, int, 0, 1, 1, 1
org.dacapo.parser.ConfigFile, jj_input_stream, org.dacapo.parser.SimpleCharStream, 1, 1, 1, 1
org.dacapo.parser.ConfigFile, jj_nt, org.dacapo.parser.Token, 0, 64, 1, 1
org.dacapo.parser.ConfigFile, jj_ntk, int, 122, 150, 1, 1
org.dacapo.parser.ConfigFile, jj_expentries, java.util.List, 0, 1, 1, 1
org.dacapo.parser.ConfigFile, jj_gen, int, 107, 86, 1, 1
org.dacapo.parser.ConfigFile, jj_la1, [I, 41, 1, 1, 1
org.dacapo.parser.ConfigFile, token_source, org.dacapo.parser.ConfigFileTokenManager, 86, 1, 1, 1
org.dacapo.parser.ConfigFile, token, org.dacapo.parser.Token, 505, 86, 1, 1
org.apache.lucene.index.FieldInfos, byNumber, java.util.ArrayList, 35768, 4, 4, 4
org.apache.lucene.index.FieldInfos, byName, java.util.HashMap, 123043, 4, 4, 4
org.apache.lucene.index.TermVectorsTermsWriterPerThread, termsHashPerThread, org.apache.lucene.index.TermsHashPerThread, 0, 1, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, utf8Results, [Lorg.apache.lucene.util.UnicodeUtil$UTF8Result;, 0, 1, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, termsWriter, org.apache.lucene.index.TermVectorsTermsWriter, 0, 1, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, vectorSliceReader, org.apache.lucene.index.ByteSliceReader, 0, 1, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, docState, org.apache.lucene.index.DocumentsWriter$DocState, 0, 1, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, doc, org.apache.lucene.index.TermVectorsTermsWriter$PerDoc, 2468, 1234, 1, 1
org.apache.lucene.index.TermVectorsTermsWriterPerThread, lastVectorFieldName, java.lang.String, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, infoStream, java.io.PrintStream, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, analyzer, org.apache.lucene.analysis.Analyzer, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, similarity, org.apache.lucene.search.Similarity, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, docID, int, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, doc, org.apache.lucene.document.Document, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, maxTermPrefix, java.lang.String, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, docWriter, org.apache.lucene.index.DocumentsWriter, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$DocState, maxFieldLength, int, 0, 0, 0, 1
org.apache.lucene.util.UnicodeUtil$UTF8Result, result, [B, 35635, 69, 63, 63
org.apache.lucene.util.UnicodeUtil$UTF8Result, length, int, 6, 35629, 2, 63
org.apache.lucene.index.SegmentInfo, docStoreSegment, java.lang.String, 73, 26, 3, 3
org.apache.lucene.index.SegmentInfo, delGen, long, 32, 23, 3, 3
org.apache.lucene.index.SegmentInfo, sizeInBytes, long, 8, 9, 3, 3
org.apache.lucene.index.SegmentInfo, normGen, [J, 65, 0, 3, 3
org.apache.lucene.index.SegmentInfo, docCount, int, 20, 0, 3, 3
org.apache.lucene.index.SegmentInfo, docStoreOffset, int, 48, 26, 3, 3
org.apache.lucene.index.SegmentInfo, dir, org.apache.lucene.store.Directory, 117, 13, 3, 3
org.apache.lucene.index.SegmentInfo, hasProx, boolean, 1, 17, 3, 3
org.apache.lucene.index.SegmentInfo, docStoreIsCompoundFile, boolean, 25, 27, 3, 3
org.apache.lucene.index.SegmentInfo, hasSingleNormFile, boolean, 27, 26, 3, 3
org.apache.lucene.index.SegmentInfo, preLockless, boolean, 34, 26, 3, 3
org.apache.lucene.index.SegmentInfo, isCompoundFile, byte, 54, 29, 3, 3
org.apache.lucene.index.SegmentInfo, name, java.lang.String, 99, 0, 3, 3
org.apache.lucene.index.SegmentInfo, files, java.util.List, 125, 15, 3, 3
org.apache.lucene.index.SegmentInfo, delCount, int, 11, 26, 3, 3
org.apache.lucene.index.FreqProxTermsWriter$PostingList, lastDocCode, int, 0, 0, 0, 21504
org.apache.lucene.index.FreqProxTermsWriter$PostingList, lastPosition, int, 0, 0, 0, 21504
org.apache.lucene.index.FreqProxTermsWriter$PostingList, lastDocID, int, 0, 0, 0, 21504
org.apache.lucene.index.FreqProxTermsWriter$PostingList, docFreq, int, 0, 0, 0, 21504
org.dacapo.harness.TeeOutputStream, toScreen, boolean, 42396, 4, 2, 2
org.dacapo.harness.TeeOutputStream, log, java.io.OutputStream, 127194, 8, 2, 2
org.dacapo.harness.TeeOutputStream, logFile, java.io.File, 4, 2, 2, 2
org.dacapo.harness.TeeOutputStream, version, int, 0, 2, 2, 2
org.apache.lucene.analysis.standard.StandardAnalyzer, maxTokenLength, int, 1234, 1, 1, 1
org.apache.lucene.analysis.standard.StandardAnalyzer, replaceInvalidAcronym, boolean, 1234, 1, 1, 1
org.apache.lucene.analysis.standard.StandardAnalyzer, stopSet, java.util.Set, 1, 1, 1, 1
org.apache.lucene.index.CompoundFileReader, fileName, java.lang.String, 0, 2, 2, 2
org.apache.lucene.index.CompoundFileReader, entries, java.util.HashMap, 26, 2, 2, 2
org.apache.lucene.index.CompoundFileReader, stream, org.apache.lucene.store.IndexInput, 56, 4, 2, 2
org.apache.lucene.index.CompoundFileReader, readBufferSize, int, 2, 2, 2, 2
org.apache.lucene.index.CompoundFileReader, directory, org.apache.lucene.store.Directory, 0, 2, 2, 2
org.apache.lucene.store.FSDirectory$FSIndexInput$Descriptor, isOpen, boolean, 37, 46, 24, 24
org.apache.lucene.store.FSDirectory$FSIndexInput$Descriptor, length, long, 0, 23, 23, 24
org.apache.lucene.store.FSDirectory$FSIndexInput$Descriptor, position, long, 0, 0, 0, 24
org.apache.lucene.index.DocFieldConsumersPerField, perThread, org.apache.lucene.index.DocFieldConsumersPerThread, 0, 3, 3, 3
org.apache.lucene.index.DocFieldConsumersPerField, one, org.apache.lucene.index.DocFieldConsumerPerField, 3702, 3, 3, 3
org.apache.lucene.index.DocFieldConsumersPerField, two, org.apache.lucene.index.DocFieldConsumerPerField, 3702, 3, 3, 3
org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread, startMerge, org.apache.lucene.index.MergePolicy$OneMerge, 1, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread, this$0, org.apache.lucene.index.ConcurrentMergeScheduler, 6, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread, runningMerge, org.apache.lucene.index.MergePolicy$OneMerge, 0, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread, writer, org.apache.lucene.index.IndexWriter, 1, 1, 1, 1
org.apache.lucene.index.SegmentMergeInfo, reader, org.apache.lucene.index.IndexReader, 35633, 2, 2, 2
org.apache.lucene.index.SegmentMergeInfo, postings, org.apache.lucene.index.TermPositions, 71262, 2, 2, 2
org.apache.lucene.index.SegmentMergeInfo, term, org.apache.lucene.index.Term, 0, 35633, 2, 2
org.apache.lucene.index.SegmentMergeInfo, termEnum, org.apache.lucene.index.TermEnum, 71262, 2, 2, 2
org.apache.lucene.index.SegmentMergeInfo, docMap, [I, 71262, 0, 2, 2
org.apache.lucene.index.SegmentMergeInfo, base, int, 0, 2, 2, 2
org.apache.lucene.analysis.standard.StandardTokenizer, maxTokenLength, int, 1379508, 1235, 1, 1
org.apache.lucene.analysis.standard.StandardTokenizer, scanner, org.apache.lucene.analysis.standard.StandardTokenizerImpl, 5521694, 1, 1, 1
org.apache.lucene.analysis.standard.StandardTokenizer, replaceInvalidAcronym, boolean, 1, 1235, 1, 1
org.apache.lucene.index.CharBlockPool, charOffset, int, 21, 24, 1, 1
org.apache.lucene.index.CharBlockPool, buffers, [[C, 47, 2, 1, 1
org.apache.lucene.index.CharBlockPool, bufferUpto, int, 65, 24, 1, 1
org.apache.lucene.index.CharBlockPool, buffer, [C, 0, 21, 1, 1
org.apache.lucene.index.CharBlockPool, charUpto, int, 0, 24, 1, 1
org.apache.lucene.index.CharBlockPool, numBuffer, int, 0, 0, 0, 1
org.apache.lucene.index.CharBlockPool, docWriter, org.apache.lucene.index.DocumentsWriter, 23, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, maxThreadCount, int, 1, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, closed, boolean, 0, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, mergeThreadCount, int, 1, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, mergeThreads, java.util.List, 2, 1, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, writer, org.apache.lucene.index.IndexWriter, 39, 5, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, dir, org.apache.lucene.store.Directory, 1, 5, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, suppressExceptions, boolean, 0, 0, 0, 1
org.apache.lucene.index.ConcurrentMergeScheduler, mergeThreadPriority, int, 7, 2, 1, 1
org.apache.lucene.index.ConcurrentMergeScheduler, exceptions, java.util.List, 0, 1, 1, 1
org.apache.lucene.document.DateTools$Resolution, resolution, java.lang.String, 0, 7, 7, 7
org.apache.lucene.index.DocumentsWriter$FlushState, numDocsInStore, int, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$FlushState, flushedFiles, java.util.Collection, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$FlushState, numDocsInRAM, int, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$FlushState, directory, org.apache.lucene.store.Directory, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$FlushState, segmentName, java.lang.String, 14, 0, 1, 1
org.apache.lucene.index.DocumentsWriter$FlushState, docStoreSegmentName, java.lang.String, 0, 0, 0, 1
org.apache.lucene.index.DocumentsWriter$FlushState, docWriter, org.apache.lucene.index.DocumentsWriter, 0, 0, 0, 1
org.dacapo.luindex.Index, scratch, java.io.File, 1308, 1, 1, 1
org.apache.lucene.index.DefaultSkipListWriter, freqOutput, org.apache.lucene.store.IndexOutput, 97304, 3, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, curStorePayloads, boolean, 33297, 32544, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, proxOutput, org.apache.lucene.store.IndexOutput, 194608, 3, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, lastSkipProxPointer, [J, 131354, 3, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, lastSkipFreqPointer, [J, 131354, 3, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, lastSkipPayloadLength, [I, 64760, 3, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, curFreqPointer, long, 66594, 32544, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, curDoc, int, 66594, 32544, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, curProxPointer, long, 66594, 32544, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, curPayloadLength, int, 0, 32544, 3, 3
org.apache.lucene.index.DefaultSkipListWriter, lastSkipDoc, [I, 131354, 3, 3, 3
org.apache.lucene.index.IntBlockPool, intOffset, int, 9, 13, 2, 2
org.apache.lucene.index.IntBlockPool, buffers, [[I, 22, 2, 2, 2
org.apache.lucene.index.IntBlockPool, bufferUpto, int, 35, 13, 2, 2
org.apache.lucene.index.IntBlockPool, intUpto, int, 0, 13, 2, 2
org.apache.lucene.index.IntBlockPool, buffer, [I, 0, 11, 1, 2
org.apache.lucene.index.IntBlockPool, trackAllocations, boolean, 9, 2, 2, 2
org.apache.lucene.index.IntBlockPool, docWriter, org.apache.lucene.index.DocumentsWriter, 11, 2, 2, 2
org.apache.commons.cli.PosixParser, eatTheRest, boolean, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, org.apache.commons.cli.Option, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, org.apache.commons.cli.Options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, java.util.List, 4, 1, 1, 1
org.apache.lucene.store.FSDirectory, refCount, int, 1, 1, 1, 1
org.apache.lucene.store.FSDirectory, buffer, [B, 0, 1, 1, 1
org.apache.lucene.store.FSDirectory, directory, java.io.File, 169, 2, 1, 1
org.apache.commons.cli.Option, opt, java.lang.String, 70, 23, 36, 36
org.apache.commons.cli.Option, argName, java.lang.String, 0, 34, 12, 36
org.apache.commons.cli.Option, numberOfArgs, int, 0, 34, 12, 36
org.apache.commons.cli.Option, values, java.util.List, 23, 23, 24, 36
org.apache.commons.cli.Option, description, java.lang.String, 23, 23, 23, 36
org.apache.commons.cli.Option, optionalArg, boolean, 0, 0, 0, 36
org.apache.commons.cli.Option, type, java.lang.Object, 0, 0, 0, 36
org.apache.commons.cli.Option, longOpt, java.lang.String, 112, 23, 24, 36
org.apache.commons.cli.Option, required, boolean, 45, 0, 23, 36
org.apache.commons.cli.Option, valuesep, char, 0, 11, 11, 36
org.apache.lucene.index.ByteBlockPool, byteUpto, int, 556022, 139095, 2, 2
org.apache.lucene.index.ByteBlockPool, allocator, org.apache.lucene.index.ByteBlockPool$Allocator, 88, 2, 2, 2
org.apache.lucene.index.ByteBlockPool, byteOffset, int, 67833, 90, 2, 2
org.apache.lucene.index.ByteBlockPool, buffers, [[B, 275, 6, 2, 2
org.apache.lucene.index.ByteBlockPool, bufferUpto, int, 355, 90, 2, 2
org.apache.lucene.index.ByteBlockPool, buffer, [B, 342246, 88, 1, 2
org.apache.lucene.index.ByteBlockPool, trackAllocations, boolean, 86, 2, 2, 2
org.apache.lucene.index.SegmentTermEnum, fieldInfos, org.apache.lucene.index.FieldInfos, 35629, 4, 6, 6
org.apache.lucene.index.SegmentTermEnum, prevBuffer, org.apache.lucene.index.TermBuffer, 35633, 6, 6, 6
org.apache.lucene.index.SegmentTermEnum, formatM1SkipInterval, int, 0, 0, 0, 6
org.apache.lucene.index.SegmentTermEnum, indexInterval, int, 0, 4, 4, 6
org.apache.lucene.index.SegmentTermEnum, format, int, 35645, 4, 6, 6
org.apache.lucene.index.SegmentTermEnum, scanBuffer, org.apache.lucene.index.TermBuffer, 0, 6, 4, 6
org.apache.lucene.index.SegmentTermEnum, skipInterval, int, 35629, 4, 6, 6
org.apache.lucene.index.SegmentTermEnum, isIndex, boolean, 35629, 8, 6, 6
org.apache.lucene.index.SegmentTermEnum, input, org.apache.lucene.store.IndexInput, 146527, 6, 6, 6
org.apache.lucene.index.SegmentTermEnum, maxSkipLevels, int, 0, 8, 4, 6
org.apache.lucene.index.SegmentTermEnum, termInfo, org.apache.lucene.index.TermInfo, 182130, 6, 6, 6
org.apache.lucene.index.SegmentTermEnum, size, long, 35631, 4, 6, 6
org.apache.lucene.index.SegmentTermEnum, termBuffer, org.apache.lucene.index.TermBuffer, 142524, 6, 6, 6
org.apache.lucene.index.SegmentTermEnum, position, long, 35631, 35635, 6, 6
org.apache.lucene.index.SegmentTermEnum, indexPointer, long, 0, 4, 4, 6
org.apache.lucene.index.TermsHash, postingsFreeChunk, int, 0, 2, 2, 2
org.apache.lucene.index.TermsHash, nextTermsHash, org.apache.lucene.index.TermsHash, 35, 2, 2, 2
org.apache.lucene.index.TermsHash, bytesPerPosting, int, 226, 2, 2, 2
org.apache.lucene.index.TermsHash, postingsFreeCount, int, 524, 150, 2, 2
org.apache.lucene.index.TermsHash, postingsAllocCount, int, 172, 84, 2, 2
org.apache.lucene.index.TermsHash, trackAllocations, boolean, 224, 2, 2, 2
org.apache.lucene.index.TermsHash, primaryTermsHash, org.apache.lucene.index.TermsHash, 0, 0, 0, 2
org.apache.lucene.index.TermsHash, postingsFreeList, [Lorg.apache.lucene.index.RawPostingList;, 242, 26, 2, 2
org.apache.lucene.index.TermsHash, consumer, org.apache.lucene.index.TermsHashConsumer, 91, 2, 2, 2
org.apache.lucene.index.TermsHash, docWriter, org.apache.lucene.index.DocumentsWriter, 224, 2, 2, 2
org.apache.lucene.index.MergePolicy$MergeSpecification, merges, java.util.List, 1, 1, 1, 1
org.apache.lucene.store.SimpleFSLockFactory, lockDir, java.io.File, 3, 1, 1, 1
org.apache.lucene.store.FSDirectory$FSIndexOutput, file, java.io.RandomAccessFile, 676, 56, 28, 28
org.apache.lucene.store.FSDirectory$FSIndexOutput, isOpen, boolean, 28, 56, 28, 28
org.apache.lucene.index.CompoundFileWriter$FileEntry, dataOffset, long, 0, 0, 0, 20
org.apache.lucene.index.CompoundFileWriter$FileEntry, file, java.lang.String, 0, 0, 0, 20
org.apache.lucene.index.CompoundFileWriter$FileEntry, directoryOffset, long, 0, 0, 0, 20
org.apache.lucene.index.FreqProxTermsWriter, termInfo, org.apache.lucene.index.TermInfo, 71258, 1, 1, 1
org.apache.lucene.index.FreqProxTermsWriter, termsUTF8, org.apache.lucene.util.UnicodeUtil$UTF8Result, 106887, 1, 1, 1
