CLASS, VARIABLE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor, sigVisitor, 262, 218, 218, 218
net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor, methodVisitor, 2593, 218, 218, 218
net.sourceforge.pmd.typeresolution.visitors.PMDASMVisitor, innerClasses, 598, 15, 218, 218
net.sourceforge.pmd.symboltable.VariableUsageFinderFunction, decls, 178, 63, 63, 63
net.sourceforge.pmd.symboltable.VariableUsageFinderFunction, results, 241, 63, 63, 63
org.jaxen.expr.DefaultFunctionCallExpr, functionName, 16475, 392, 392, 392
org.jaxen.expr.DefaultFunctionCallExpr, prefix, 32753, 392, 392, 392
org.jaxen.expr.DefaultFunctionCallExpr, parameters, 17419, 784, 392, 392
net.sourceforge.pmd.ast.JavaRuleChainVisitor$1, this$0, 231560, 219, 219, 219
org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher, this$0, 0, 6, 6, 6
org.jaxen.expr.PredicateSet, predicates, 299191, 4200, 3745, 3745
net.sourceforge.pmd.typeresolution.PMDASMClassLoader, dontBother, 218, 220, 220, 220
org.apache.xerces.impl.dtd.XMLDTDDescription, fPossibleRoots, 0, 24, 1, 1
org.apache.xerces.impl.dtd.XMLDTDDescription, fRootName, 0, 24, 1, 1
org.apache.xerces.dom.DeferredAttrImpl, name, 0, 1235, 1235, 1236
org.apache.xerces.dom.DeferredAttrImpl, fNodeIndex, 4899, 1236, 1236, 1236
org.apache.xerces.dom.DeferredAttrImpl, type, 0, 1236, 1236, 1236
org.apache.xerces.impl.XMLScanner, fEntityScanner, 5106, 24, 18, 18
org.apache.xerces.impl.XMLScanner, fReportEntity, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fStringBuffer3, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fNotifyCharRefs, 0, 36, 18, 18
org.apache.xerces.impl.XMLScanner, fStringBuffer2, 168, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fNamespaces, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fBindNamespaces, 0, 0, 0, 18
org.apache.xerces.impl.XMLScanner, fEntityDepth, 1356, 30, 18, 18
org.apache.xerces.impl.XMLScanner, literal, 6, 6, 6, 18
org.apache.xerces.impl.XMLScanner, fResourceIdentifier, 18, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fDTDValidator, 0, 0, 0, 18
org.apache.xerces.impl.XMLScanner, fErrorReporter, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fParserSettings, 18, 36, 18, 18
org.apache.xerces.impl.XMLScanner, fStringBuffer, 168, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fString, 12, 18, 18, 18
org.apache.xerces.impl.XMLScanner, offset, 2598, 0, 6, 18
org.apache.xerces.impl.XMLScanner, ch, 40585, 0, 6, 18
org.apache.xerces.impl.XMLScanner, fScanningAttribute, 0, 60, 6, 18
org.apache.xerces.impl.XMLScanner, fValidation, 0, 48, 18, 18
org.apache.xerces.impl.XMLScanner, fCharRefLiteral, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, length, 1314, 0, 6, 18
org.apache.xerces.impl.XMLScanner, fPerformValidation, 0, 0, 0, 18
org.apache.xerces.impl.XMLScanner, fEntityManager, 18, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fSymbolTable, 0, 18, 18, 18
org.apache.xerces.impl.XMLScanner, fSawSpace, 0, 0, 0, 18
org.apache.xerces.impl.XMLEntityScanner, ch, 287177, 0, 6, 6
org.apache.xerces.impl.XMLEntityScanner, reader, 222, 0, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fBufferSize, 0, 6, 6, 6
org.apache.xerces.impl.XMLEntityScanner, count, 288402, 222, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fCurrentEntity, 1252044, 60, 6, 6
org.apache.xerces.impl.XMLEntityScanner, encoding, 6, 0, 6, 6
org.apache.xerces.impl.XMLEntityScanner, startPosition, 222, 228, 6, 6
org.apache.xerces.impl.XMLEntityScanner, literal, 2484, 0, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fEntityManager, 6, 30, 6, 6
org.apache.xerces.impl.XMLEntityScanner, baseCharOffset, 222, 222, 6, 6
org.apache.xerces.impl.XMLEntityScanner, columnNumber, 31052, 38513, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fSymbolTable, 2549, 30, 6, 6
org.apache.xerces.impl.XMLEntityScanner, fErrorReporter, 0, 24, 6, 6
org.apache.xerces.impl.XMLEntityScanner, position, 614732, 246319, 6, 6
org.apache.xerces.impl.XMLEntityScanner, entityLocation, 12, 0, 6, 6
org.apache.xerces.impl.XMLEntityScanner, lineNumber, 7461, 7462, 6, 6
org.apache.xerces.impl.XMLEntityScanner, xmlVersion, 0, 6, 6, 6
org.apache.xerces.impl.XMLEntityScanner, mayReadChunks, 222, 0, 6, 6
net.sourceforge.pmd.ast.ASTAssignmentOperator, isCompound, 0, 116, 116, 2029
org.apache.xerces.parsers.XMLParser, fConfiguration, 12, 6, 6, 6
org.apache.xerces.parsers.XMLParser, fUseEntityResolver2, 0, 0, 0, 6
net.sourceforge.pmd.ScopedLogHandlersManager, newHandlers, 2, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, logger, 6, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, oldLogLevel, 1, 1, 1, 1
net.sourceforge.pmd.ScopedLogHandlersManager, oldHandlers, 2, 1, 1, 1
net.sourceforge.pmd.ast.ASTFormalParameter, isVarargs, 39272, 6, 455, 2729
org.apache.xerces.util.SymbolTable, next, 36, 0, 6, 6
org.apache.xerces.util.SymbolTable, symbol, 2550, 0, 6, 6
org.apache.xerces.util.SymbolTable, characters, 19985, 0, 6, 6
org.apache.xerces.util.SymbolTable, fThreshold, 114, 6, 6, 6
org.apache.xerces.util.SymbolTable, fTableSize, 2561, 6, 6, 6
org.apache.xerces.util.SymbolTable, fLoadFactor, 0, 6, 6, 6
org.apache.xerces.util.SymbolTable, fCount, 228, 120, 6, 6
org.apache.xerces.util.SymbolTable, fBuckets, 2776, 12, 6, 6
net.sourceforge.pmd.ast.ASTConstructorDeclaration, containsComment, 0, 3, 3, 344
org.apache.commons.cli.PosixParser, eatTheRest, 1, 1, 1, 1
org.apache.commons.cli.PosixParser, currentOption, 0, 0, 0, 1
org.apache.commons.cli.PosixParser, options, 0, 1, 1, 1
org.apache.commons.cli.PosixParser, tokens, 4, 1, 1, 1
org.jaxen.ContextSupport, functionContext, 16279, 87, 87, 87
org.jaxen.ContextSupport, navigator, 893167, 86, 86, 87
org.jaxen.ContextSupport, namespaceContext, 16288, 87, 87, 87
org.jaxen.ContextSupport, variableContext, 9, 95, 87, 87
org.apache.xerces.impl.dtd.XMLDTDValidator, fDynamicValidation, 24, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fInElementContent, 0, 30, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidationManager, 24, 24, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fRootElement, 12, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fNamespaces, 12, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fInCDATASection, 0, 24, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fBalanceSyntaxTrees, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocLocation, 0, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDTDValidation, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fNamespaceContext, 0, 18, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidationState, 36, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSeenRootElement, 6, 30, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementQNamePartsStack, 204, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildrenOffsetStack, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fAttributeQName, 0, 0, 0, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fGrammarBucket, 24, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocumentHandler, 54, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fErrorReporter, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentElement, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempElementDecl, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentContentSpecType, 0, 30, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementIndexStack, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildrenLength, 0, 24, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fValidation, 18, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fWarnDuplicateAttdef, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDTDGrammar, 12, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempAttDecl, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fTempQName, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fGrammarPool, 6, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementChildren, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fPerformValidation, 18, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDocumentSource, 18, 6, 6, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fDatatypeValidatorFactory, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fCurrentElementIndex, 0, 30, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSchemaType, 6, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fEntityDecl, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSymbolTable, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fBuffer, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fSeenDoctypeDecl, 6, 24, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fContentSpecTypeStack, 0, 12, 12, 12
org.apache.xerces.impl.dtd.XMLDTDValidator, fElementDepth, 0, 24, 12, 12
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, name, 0, 41, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, count, 8549, 8549, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, time, 8549, 8549, 41, 41
net.sourceforge.pmd.util.Benchmark$BenchmarkResult, type, 0, 41, 41, 41
net.sourceforge.pmd.ast.Comment, endLine, 1277, 1276, 1277, 1277
net.sourceforge.pmd.ast.Comment, image, 1277, 1277, 1277, 1277
net.sourceforge.pmd.ast.Comment, endColumn, 1277, 1277, 1277, 1277
net.sourceforge.pmd.ast.Comment, beginColumn, 1277, 2554, 1277, 1277
net.sourceforge.pmd.ast.Comment, beginLine, 1276, 2554, 1277, 1277
net.sourceforge.pmd.ast.ASTPrimaryPrefix, usesThisModifier, 29036, 595, 29036, 29086
net.sourceforge.pmd.ast.ASTPrimaryPrefix, usesSuperModifier, 29916, 46, 29082, 29086
net.sourceforge.pmd.PMD$PmdRunnable, fileName, 441, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, rulesets, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, executor, 0, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, renderers, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, encoding, 220, 220, 220, 220
net.sourceforge.pmd.PMD$PmdRunnable, dataSource, 440, 220, 220, 220
net.sourceforge.pmd.jaxen.DocumentNavigator$2, this$0, 0, 1086, 1086, 1086
net.sourceforge.pmd.PMD, fileName, 0, 0, 0, 220
net.sourceforge.pmd.PMD, rulesets, 0, 0, 0, 220
net.sourceforge.pmd.PMD, excludeMarker, 220, 440, 220, 220
net.sourceforge.pmd.PMD, classLoader, 220, 440, 220, 220
net.sourceforge.pmd.PMD, executor, 0, 0, 0, 220
net.sourceforge.pmd.PMD, renderers, 0, 0, 0, 220
net.sourceforge.pmd.PMD, sourceTypeDiscoverer, 440, 220, 220, 220
net.sourceforge.pmd.PMD, encoding, 0, 0, 0, 220
net.sourceforge.pmd.PMD, dataSource, 0, 0, 0, 220
net.sourceforge.pmd.jaxen.DocumentNavigator$1, this$0, 0, 100468, 100465, 100467
org.apache.xerces.dom.ChildNode, fNodeExtra, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNamespacesEnabled, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fIdCount, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeCount, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fIdElement, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeType, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodePrevSib, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeParent, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fBufferStr, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fStrChunks, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeValue, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeURI, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeLastChild, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fNodeName, 0, 0, 0, 4594
org.apache.xerces.dom.ChildNode, fIdName, 0, 0, 0, 4594
net.sourceforge.pmd.ast.ASTBlock, containsComment, 0, 14, 14, 4615
net.sourceforge.pmd.FileDataSource, file, 1738, 220, 220, 220
org.dacapo.parser.Config$ThreadModel, description, 0, 3, 3, 3
net.sourceforge.pmd.ast.SimpleNode, endLine, 433, 0, 433, 581179
net.sourceforge.pmd.ast.SimpleNode, image, 2702403, 46510, 158769, 581179
net.sourceforge.pmd.ast.SimpleNode, parent, 587254, 232309, 232384, 581179
net.sourceforge.pmd.ast.SimpleNode, endColumn, 433, 0, 433, 581179
net.sourceforge.pmd.ast.SimpleNode, comments, 0, 0, 0, 581179
net.sourceforge.pmd.ast.SimpleNode, beginColumn, 866, 597070, 579196, 581179
net.sourceforge.pmd.ast.SimpleNode, parser, 0, 579300, 579216, 581179
net.sourceforge.pmd.ast.SimpleNode, children, 7630575, 183075, 235856, 581179
net.sourceforge.pmd.ast.SimpleNode, beginLine, 433, 597096, 579222, 581179
net.sourceforge.pmd.ast.SimpleNode, scope, 248317, 11699, 131641, 581179
net.sourceforge.pmd.ast.SimpleNode, classTypeResolver, 0, 0, 0, 581179
net.sourceforge.pmd.ast.SimpleNode, id, 0, 579275, 579197, 581179
org.jaxen.util.SingleObjectIterator, seen, 364230, 212674, 106335, 106336
org.jaxen.util.SingleObjectIterator, object, 106340, 106341, 106337, 106336
org.apache.xerces.impl.Constants$ArrayEnumeration, array, 0, 1, 1, 1
org.apache.xerces.impl.Constants$ArrayEnumeration, index, 0, 0, 0, 1
org.jaxen.SimpleNamespaceContext, namespaces, 16288, 87, 87, 87
org.apache.xerces.impl.XMLDocumentScannerImpl$DTDDispatcher, this$0, 0, 12, 12, 12
org.jaxen.util.DescendantAxisIterator, stack, 53955, 967, 967, 967
org.jaxen.util.DescendantAxisIterator, children, 67355, 27461, 967, 967
org.jaxen.util.DescendantAxisIterator, navigator, 13247, 967, 967, 967
net.sourceforge.pmd.ast.ASTInitializer, isStatic, 3, 3, 3, 3
org.jaxen.saxpath.base.Token, tokenEnd, 4604, 13120, 13120, 13120
org.jaxen.saxpath.base.Token, tokenType, 79036, 13120, 13121, 13120
org.jaxen.saxpath.base.Token, parseText, 4604, 13120, 13120, 13120
org.jaxen.saxpath.base.Token, tokenBegin, 4604, 13120, 13120, 13120
net.sourceforge.pmd.ast.ASTSwitchLabel, isDefault, 0, 197, 197, 1868
org.apache.xerces.util.AugmentationsImpl$SmallContainer, fNumEntries, 3707, 1313, 78, 78
org.apache.xerces.util.AugmentationsImpl$SmallContainer, fAugmentations, 0, 78, 78, 78
org.apache.xerces.util.AugmentationsImpl$SmallContainer, this$0, 0, 78, 78, 78
org.apache.xerces.impl.XMLErrorReporter, fErrorHandler, 0, 6, 6, 6
org.apache.xerces.impl.XMLErrorReporter, fLocale, 6, 6, 6, 6
org.apache.xerces.impl.XMLErrorReporter, fMessageFormatters, 24, 6, 6, 6
org.apache.xerces.impl.XMLErrorReporter, fDefaultErrorHandler, 0, 0, 0, 6
org.apache.xerces.impl.XMLErrorReporter, fContinueAfterFatalError, 0, 6, 6, 6
org.apache.xerces.impl.XMLErrorReporter, fLocator, 0, 12, 6, 6
org.apache.xerces.impl.XMLErrorReporter, fSaxProxy, 0, 6, 6, 6
org.jaxen.JaxenHandler, stack, 37726, 184, 184, 184
org.jaxen.JaxenHandler, xpath, 368, 184, 184, 184
org.jaxen.JaxenHandler, simplified, 184, 368, 184, 184
org.jaxen.JaxenHandler, xpathFactory, 8504, 184, 184, 184
org.apache.xerces.util.XMLStringBuffer, offset, 156, 3244, 18, 108
org.apache.xerces.util.XMLStringBuffer, ch, 6995, 126, 108, 108
org.apache.xerces.util.XMLStringBuffer, length, 10380, 6648, 18, 108
org.apache.xerces.util.NamespaceSupport, fPrefixes, 0, 18, 18, 18
org.apache.xerces.util.NamespaceSupport, fCurrentContext, 24, 24, 6, 18
org.apache.xerces.util.NamespaceSupport, fNamespace, 48, 18, 18, 18
org.apache.xerces.util.NamespaceSupport, fContext, 12, 18, 18, 18
org.apache.xerces.util.NamespaceSupport, fNamespaceSize, 60, 60, 6, 18
net.sourceforge.pmd.CommandLineOptions, targetJDK, 2, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, stressTestEnabled, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, xsltFilename, 0, 0, 0, 1
net.sourceforge.pmd.CommandLineOptions, cpus, 1, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, shortNamesEnabled, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, reportFile, 3, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, checkJavaFiles, 1, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, reportFormat, 4, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, debugEnabled, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, encoding, 1, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, ruleSets, 2, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, linkPrefix, 0, 0, 0, 1
net.sourceforge.pmd.CommandLineOptions, benchmark, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, args, 0, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, excludeMarker, 1, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, inputPath, 3, 1, 1, 1
net.sourceforge.pmd.CommandLineOptions, auxClasspath, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, checkJspFiles, 1, 0, 1, 1
net.sourceforge.pmd.CommandLineOptions, linePrefix, 0, 0, 0, 1
net.sourceforge.pmd.CommandLineOptions, minPriority, 1, 1, 1, 1
net.sourceforge.pmd.util.filter.OrFilter, filters, 1974, 0, 12, 12
org.apache.xerces.xni.XMLString, offset, 10980, 5866, 24, 180
org.apache.xerces.xni.XMLString, ch, 10980, 5867, 24, 180
org.apache.xerces.xni.XMLString, length, 16775, 5868, 24, 180
net.sourceforge.pmd.renderers.AbstractRenderer, showSuppressedViolations, 0, 1, 1, 1
net.sourceforge.pmd.renderers.AbstractRenderer, writer, 29, 1, 1, 1
net.sourceforge.pmd.renderers.AbstractRenderer, empty, 0, 0, 0, 1
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fConfigUpdated, 42, 0, 6, 6
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fXIncludeEnabled, 6, 6, 6, 6
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fNonXIncludeNSContext, 18, 6, 6, 6
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fCurrentNSContext, 6, 6, 6, 6
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fXIncludeHandler, 0, 0, 0, 6
org.apache.xerces.parsers.XIncludeAwareParserConfiguration, fXIncludeNSContext, 0, 0, 0, 6
org.apache.commons.cli.CommandLine, args, 4, 1, 1, 1
org.apache.commons.cli.CommandLine, options, 43, 1, 1, 1
org.jaxen.expr.DefaultFilterExpr, predicates, 2320, 1160, 1160, 1160
org.jaxen.expr.DefaultFilterExpr, expr, 3480, 2320, 1160, 1160
org.apache.xerces.dom.NodeImpl, fNodeExtra, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNamespacesEnabled, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, flags, 68340, 30485, 5832, 5831
org.apache.xerces.dom.NodeImpl, fIdCount, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeCount, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fIdElement, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeType, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodePrevSib, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeParent, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fBufferStr, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fStrChunks, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeValue, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeURI, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fNodeLastChild, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, ownerNode, 5164, 5831, 5831, 5831
org.apache.xerces.dom.NodeImpl, fNodeName, 0, 0, 0, 5831
org.apache.xerces.dom.NodeImpl, fIdName, 0, 0, 0, 5831
org.apache.xerces.jaxp.DocumentBuilderImpl, fInitErrorHandler, 0, 6, 6, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, grammar, 6, 6, 6, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, fInitEntityResolver, 0, 6, 6, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, domParser, 60, 12, 6, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, fSchemaValidatorComponentManager, 0, 0, 0, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, fSchemaValidationManager, 0, 0, 0, 6
org.apache.xerces.jaxp.DocumentBuilderImpl, fSchemaValidator, 6, 0, 6, 6
net.sourceforge.pmd.util.TypeMap, typesByName, 64, 4, 4, 4
org.apache.xerces.dom.CoreDocumentImpl, fConfiguration, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, next, 834, 864, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fLength, 0, 834, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, actualEncoding, 0, 12, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, documentNumber, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNamespacesEnabled, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, changes, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fIdCount, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeCount, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fIdElement, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodePrevSib, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeParent, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fBufferStr, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeListCache, 0, 834, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, xmlVersionChanged, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, xml11Version, 0, 12, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fChildIndex, 0, 833, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, nodeCounter, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeExtra, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, docType, 1295, 0, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, standalone, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, docElement, 6, 0, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, errorChecking, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, encoding, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeType, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, version, 12, 0, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fDocumentURI, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fOwner, 1668, 834, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fStrChunks, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeValue, 0, 0, 0, 6
