CLASS, VARIABLE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.fop.cli.CommandLineOptions, xsltParams, 6, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, log, 3, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, showConfiguration, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, imagefile, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, outfile, 3, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, xsltfile, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, foUserAgent, 2, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, userConfigFile, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, suppressLowLevelAreas, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, areatreefile, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, mimicRenderer, 0, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, inputHandler, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, outputmode, 13, 2, 1, 1
org.apache.fop.cli.CommandLineOptions, renderingOptions, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, targetResolution, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, xmlfile, 1, 1, 1, 1
org.apache.fop.cli.CommandLineOptions, fofile, 2, 2, 1, 1
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fConfigUpdated, 6, 4, 2, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeEnabled, 2, 9, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fDTDScanner, 2, 0, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fDTDHandler, 3, 0, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fDTDProcessor, 4, 0, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fNonXIncludeNSContext, 10, 5, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fFeatures, 1, 0, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fLastComponent, 1, 1, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fCurrentNSContext, 1, 6, 5, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeHandler, 13, 1, 1, 5
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration, fXIncludeNSContext, 4, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDynamicValidation, 3, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fInElementContent, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fValidationManager, 1, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fRootElement, 1, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fNamespaces, 1, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fInCDATASection, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fBalanceSyntaxTrees, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDocLocation, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDTDValidation, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fNamespaceContext, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fValidationState, 3, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fSeenRootElement, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementQNamePartsStack, 85, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementChildrenOffsetStack, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fAttributeQName, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fGrammarBucket, 3, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDocumentHandler, 8, 3, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fErrorReporter, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fCurrentElement, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fTempElementDecl, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fCurrentContentSpecType, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementIndexStack, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementChildrenLength, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fValidation, 2, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fWarnDuplicateAttdef, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDTDGrammar, 1, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fTempAttDecl, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fTempQName, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fGrammarPool, 1, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementChildren, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fPerformValidation, 1, 0, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDocumentSource, 1, 2, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fDatatypeValidatorFactory, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fCurrentElementIndex, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fSchemaType, 1, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fEntityDecl, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fSymbolTable, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fBuffer, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fSeenDoctypeDecl, 0, 6, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fContentSpecTypeStack, 0, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator, fElementDepth, 0, 6, 5, 5
org.apache.fop.fo.FObj, destinationList, 0, 0, 0, 4354
org.apache.fop.fo.FObj, parent, 10402, 0, 4354, 4354
org.apache.fop.fo.FObj, endingPageNumberOfPreviousSequence, 0, 0, 0, 4354
org.apache.fop.fo.FObj, siblings, 1209598, 0, 306, 4354
org.apache.fop.fo.FObj, isOutOfLineFODescendant, 5156, 4354, 4354, 4354
org.apache.fop.fo.FObj, declarations, 0, 0, 0, 4354
org.apache.fop.fo.FObj, mediaUsage, 0, 0, 0, 4354
org.apache.fop.fo.FObj, layoutMasterSet, 0, 0, 0, 4354
org.apache.fop.fo.FObj, pageSequences, 0, 0, 0, 4354
org.apache.fop.fo.FObj, foreignAttributes, 58, 4354, 4354, 4354
org.apache.fop.fo.FObj, firstChild, 197896, 3853, 4304, 4354
org.apache.fop.fo.FObj, pageSequenceFound, 0, 0, 0, 4354
org.apache.fop.fo.FObj, totalPagesGenerated, 0, 0, 0, 4354
org.apache.fop.fo.FObj, bookmarkTree, 0, 0, 0, 4354
org.apache.fop.fo.FObj, id, 24018, 8691, 4354, 4354
org.apache.fop.fo.FObj, markers, 6373, 4354, 4354, 4354
org.apache.fop.fo.FObj, foEventHandler, 0, 0, 0, 4354
org.apache.fop.fo.FObj, extensionAttachments, 59, 4354, 4354, 4354
org.apache.fop.render.ps.PSRenderer$1, this$0, 0, 1, 1, 1
org.apache.fop.layoutmgr.InlineKnuthSequence, isClosed, 82, 4462, 83, 83
org.apache.fop.layoutmgr.BreakElement, pendingAfterMarks, 1478, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, pendingBeforeMarks, 1478, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, breakClass, 1478, 3066, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, penaltyWidth, 1556, 1494, 1494, 1494
org.apache.fop.layoutmgr.BreakElement, penaltyValue, 4601, 1572, 1494, 1494
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fSAXParser, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fSecurityManager, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fDocumentSource, 0, 2, 1, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fDTDContentModelSource, 0, 1, 1, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fSecurityPropertyMgr, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fInitFeatures, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fDTDSource, 0, 2, 1, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fInitProperties, 0, 0, 0, 5
com.sun.org.apache.xerces.internal.parsers.AbstractXMLDocumentParser, fInDTD, 0, 1, 1, 5
com.sun.org.apache.xml.internal.serializer.OutputPropertiesFactory$1, val$resourceName, 1, 1, 1, 1
org.apache.fop.fo.properties.EnumLength, enumProperty, 4805, 14, 14, 14
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fGrammars, 1, 5, 5, 5
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fIsStandalone, 0, 2, 1, 5
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket, fActiveGrammar, 0, 1, 1, 5
org.apache.fop.fo.expr.PropertyParser, propInfo, 2400, 7376, 7376, 7376
org.apache.fop.fo.expr.PropertyParser, currentToken, 52624, 0, 7376, 7376
org.apache.fop.fo.expr.PropertyParser, currentTokenValue, 12415, 0, 7376, 7376
org.apache.fop.fo.expr.PropertyParser, currentUnitLength, 2502, 0, 2499, 7376
org.apache.fop.fo.properties.EnumProperty, text, 323249, 8995, 185, 185
org.apache.fop.fo.properties.EnumProperty, value, 464618, 0, 185, 185
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _nextSibling, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _lexHandler, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _ostream, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _writer, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _outputType, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _xmlStAXEventWriter, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _node, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _handler, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _useServicesMechanism, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _method, 2, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _encoding, 1, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _indentNumber, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.runtime.output.TransletOutputHandlerFactory, _xmlStAXStreamWriter, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _destinationDirectory, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _generateTranslet, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _enableInlining, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _packageName, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _useClasspath, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _errorListener, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _transletName, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _jarFileName, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _uriResolver, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _accessExternalStylesheet, 0, 2, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xsltcExtensionFunctions, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _extensionClassLoader, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _useServicesMechanism, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _isSecureMode, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _indentNumber, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xmlSecurityPropertyMgr, 6, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _xmlSecurityManager, 5, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _debug, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _piParams, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _featureManager, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _autoTranslet, 0, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _isNotSecureProcessing, 1, 1, 1, 1
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl, _accessExternalDTD, 0, 2, 1, 1
org.apache.fop.datatypes.SimplePercentBaseContext, parentContext, 0, 464, 464, 464
org.apache.fop.datatypes.SimplePercentBaseContext, lengthBase, 0, 464, 464, 464
org.apache.fop.datatypes.SimplePercentBaseContext, lengthBaseValue, 0, 464, 464, 464
org.apache.fop.layoutmgr.SpaceResolver, noBreak, 4376, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, firstPartLengths, 3671, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, isFirst, 1, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, opt, 14275, 0, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, breakPoss, 13294, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, min, 4460, 5, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, isLast, 1469, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, max, 4460, 5, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, secondPart, 8191, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, secondPartLengths, 2115, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, noBreakLengths, 3667, 1479, 1479, 1479
org.apache.fop.layoutmgr.SpaceResolver, firstPart, 10135, 1479, 1479, 1479
org.dacapo.parser.Config$ThreadModel, description, 0, 3, 3, 3
org.apache.fop.fo.properties.KeepProperty, withinColumn, 74077, 11482, 2, 4
org.apache.fop.fo.properties.KeepProperty, isCachedValue, 34446, 16273, 4, 4
org.apache.fop.fo.properties.KeepProperty, withinLine, 65574, 11482, 2, 4
org.apache.fop.fo.properties.KeepProperty, withinPage, 74077, 11482, 1, 4
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, this$0, 0, 120, 120, 120
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, fo, 0, 120, 120, 120
org.apache.fop.fo.XMLWhiteSpaceHandler$PendingInline, firstTrailingWhiteSpace, 0, 120, 120, 120
org.apache.fop.fo.properties.FixedLength, millipoints, 227551, 5749, 37, 37
org.apache.fop.fo.ElementMappingRegistry, log, 0, 1, 1, 1
org.apache.fop.fo.ElementMappingRegistry, fobjTable, 4364, 1, 1, 1
org.apache.fop.fo.ElementMappingRegistry, namespaces, 11, 1, 1, 1
org.apache.fop.fo.flow.AbstractListItemPart, blockItemFound, 788, 1576, 788, 788
org.apache.fop.fo.flow.AbstractListItemPart, keepTogether, 1586, 788, 788, 788
org.apache.fop.fo.properties.PercentLength, lbase, 394, 788, 394, 394
org.apache.fop.fo.properties.PercentLength, resolvedValue, 394, 394, 394, 394
org.apache.fop.fo.properties.PercentLength, factor, 394, 394, 394, 394
jdk.internal.org.objectweb.asm.ClassVisitor, superName, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, key2, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, computeFrames, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, access, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, signature, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, key3, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, key4, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, sourceDebug, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, threshold, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, sourceFile, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, bootstrapMethodsCount, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, interfaceCount, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, lastMethod, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, api, 0, 74, 74, 74
jdk.internal.org.objectweb.asm.ClassVisitor, innerClassesCount, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, invalidFrames, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, typeCount, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, key, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, anns, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, lastField, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, itanns, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, bootstrapMethods, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, interfaces, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, typeTable, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, pool, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, index, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, computeMaxs, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, enclosingMethod, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, version, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, firstMethod, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, ianns, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, cr, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, attrs, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, firstField, 0, 0, 0, 74
jdk.internal.org.objectweb.asm.ClassVisitor, cv, 0, 74, 74, 74
